,participant,list,trial_order_participant,counterbalance,pair_order_id,prime_word_id,target_word_id,target_condition,prime,target,flag_40,all_prime_target_flags,bin_num,16,17,20,21,24,25,28,29,30
15,16,2,535,5,1085,1069,2169,RVF-ASS-UNREL,MASH,STEP,no,"['0', '0', '0', '0', '0', '0']",144,0,0,0,0,0,0,0,0,0
16,17,2,535,5,1085,1069,2169,RVF-ASS-UNREL,MASH,STEP,no,"['0', '0', '0', '0', '0', '0']",144,15.42,14.66,14.09,17.12,14.76,11.62,17.53,13.71,12.4
17,18,3,527,5,1627,1054,2154,RVF-ASS-UNREL,MALL,ZEAL,no,"['0', '0', '0', '0', '0', '0']",144,0.61,11.52,8,8.56,-2.59,12.98,5.36,12.21,15
18,19,3,527,5,1627,1054,2154,RVF-ASS-UNREL,MALL,ZEAL,no,"['0', '0', '0', '0', '0', '0']",144,14.61,19.36,19.55,18.86,17.33,16.21,12.93,16.63,10.08
19,20,1,527,5,527,1053,2153,RVF-ASS-UNREL,MILLION,CREATOR,no,"['0', '0', '0', '0', '0', '0']",144,19.5,20.92,23.16,21.16,18.28,13.29,16.04,9.87,1.29
20,21,4,494,5,2144,988,2088,RVF-ASS-UNREL,CLAW,POOL,no,"['0', '0', '0', '0', '0', '0']",144,16.27,7.1,13.72,6.23,9.63,3.75,9.04,6.18,4.22
21,22,4,494,5,2144,988,2088,RVF-ASS-UNREL,CLAW,POOL,no,"['0', '0', '0', '0', '0', '0']",144,6.32,13.84,18.57,11.26,-4.57,8.94,1.96,9.75,9.9
22,23,1,527,5,527,1053,2153,RVF-ASS-UNREL,MILLION,CREATOR,no,"['0', '0', '0', '0', '0', '0']",144,1.48,5.66,4.76,2.56,2.66,6.24,1.75,1.56,1.05
23,24,4,521,5,2171,1042,2142,RVF-ASS-UNREL,PASSENGER,MAT,no,"['0', '0', '0', '0', '0', '0']",144,-2.03,-2.99,-4.46,-6.22,0.87,0.66,-2.29,-1.86,-0.81
0,1,1,550,5,550,1099,2199,RVF-ASS-UNREL,HEARING,FLEE,no,"['0', '0', '0', '0', '0', '0', '0']",145,-5.22,-8.1,-7.16,-9.74,-4.26,-1.82,-1.02,-2.12,3.34
1,2,3,546,5,1646,1092,2192,RVF-ASS-UNREL,REVIEW,NEED,no,"['0', '0', '0', '0', '0', '0']",145,17.28,9.38,12.52,15.91,9.08,7.96,5.56,5.54,0.94
2,3,1,150,2,150,299,1399,LVF-ASS-UNREL,MINER,YOUTH,no,"['0', '0', '0', '0', '0', '0']",145,3.14,10.05,6.88,9.54,4.41,9.41,9.25,12.57,11.12
3,4,2,547,5,1097,1093,2193,RVF-ASS-UNREL,DUMP,VILE,no,"['0', '0', '0', '0', '0', '0']",145,8.23,15.15,9.31,8.21,0.79,10.3,3.54,7.14,-4.29
4,5,2,547,5,1097,1093,2193,RVF-ASS-UNREL,DUMP,VILE,no,"['0', '0', '0', '0', '0', '0']",145,0,0,0,0,0,0,0,0,0
5,6,4,15,1,1665,30,1130,LVF-ASS-UNREL,CROW,RETAIN,no,"['0', '0', '0', '0', '0', '0']",145,0,0,0,0,0,0,0,0,0
6,7,3,262,3,1362,524,1624,RVF-CAT-STRONG,RIFLE,KNIFE,no,"['0', '0', '0', '0', '0', '0']",145,9.39,2.75,7.97,5.96,6.91,3.45,7.03,4.37,5.19
7,8,4,75,1,1725,150,1250,LVF-ASS-UNREL,ASPHALT,MIND,no,"['0', '0', '0', '0', '0', '0']",145,4.56,10.47,9.99,9.85,-1.72,6.4,-0.76,4.13,1.05
8,9,3,546,5,1646,1092,2192,RVF-ASS-UNREL,REVIEW,NEED,no,"['0', '0', '0', '0', '0', '0']",145,-6.45,-2.8,-3.5,-2.15,-3,-2.4,-3.59,-1.75,-1.46
9,10,2,547,5,1097,1093,2193,RVF-ASS-UNREL,DUMP,VILE,no,"['0', '0', '0', '0', '0', '0']",145,0.45,-5.19,-1.4,-0.68,-0.08,-2.43,1.5,1.41,5.76
10,11,2,230,3,780,459,1559,LVF-ASS-UNREL,RIDDLE,SIZE,no,"['0', '0', '0', '0', '0', '0']",145,-4.94,-9.6,-9.7,-6.54,-8.66,-12.45,-1.23,-3.82,4.04
11,12,3,49,1,1149,98,1198,LVF-ASS-UNREL,MASH,STEP,no,"['0', '0', '0', '0', '0', '0']",145,-0.33,1.2,2.09,2.36,-2.93,-2.02,-2.17,-2.42,-2.94
12,13,2,547,5,1097,1093,2193,RVF-ASS-UNREL,DUMP,VILE,no,"['0', '0', '0', '0', '0', '0']",145,23.88,23.18,25.54,23.6,20.31,27.3,18.67,20.06,14.91
13,14,1,550,5,550,1099,2199,RVF-ASS-UNREL,HEARING,FLEE,no,"['0', '0', '0', '0', '0', '0', '0']",145,-10.04,-4.24,-9.44,-8.51,-5.33,-5.14,-5.34,-6.77,-3.66
14,15,1,550,5,550,1099,2199,RVF-ASS-UNREL,HEARING,FLEE,no,"['0', '0', '0', '0', '0', '0', '0']",145,-3.48,-0.45,-0.93,1.34,-3.86,-0.66,4.25,4.12,8.8
15,16,2,547,5,1097,1093,2193,RVF-ASS-UNREL,DUMP,VILE,no,"['0', '0', '0', '0', '0', '0']",145,0,0,0,0,0,0,0,0,0
16,17,2,547,5,1097,1093,2193,RVF-ASS-UNREL,DUMP,VILE,no,"['0', '0', '0', '0', '0', '0']",145,0,0,0,0,0,0,0,0,0
17,18,3,546,5,1646,1092,2192,RVF-ASS-UNREL,REVIEW,NEED,no,"['0', '0', '0', '0', '0', '0']",145,26.53,22.46,30.9,24.78,17.58,13,15.62,11.56,6.4
18,19,3,546,5,1646,1092,2192,RVF-ASS-UNREL,REVIEW,NEED,no,"['0', '0', '0', '0', '0', '0']",145,3.39,10.36,8.48,10.07,6.57,7.27,1.2,1.29,-1.86
19,20,1,550,5,550,1099,2199,RVF-ASS-UNREL,HEARING,FLEE,no,"['0', '0', '0', '0', '0', '0', '0']",145,3.09,4.42,3.38,7.05,4.19,6.15,8.52,4.18,5.88
20,21,4,521,5,2171,1042,2142,RVF-ASS-UNREL,PASSENGER,MAT,no,"['0', '0', '0', '0', '0', '0']",145,9.63,10.4,11.01,3.3,6.84,5.55,2.59,2.95,4.1
21,22,4,521,5,2171,1042,2142,RVF-ASS-UNREL,PASSENGER,MAT,no,"['0', '0', '0', '0', '0', '0']",145,0,0,0,0,0,0,0,0,0
22,23,1,550,5,550,1099,2199,RVF-ASS-UNREL,HEARING,FLEE,no,"['0', '0', '0', '0', '0', '0', '0']",145,7.86,12.04,14.94,9.15,1.73,5.47,4.26,5.32,2.59
23,24,4,5,1,1655,10,1110,LVF-ASS-UNREL,RACK,NOUN,no,"['0', '0', '0', '0', '0', '0']",145,7.28,5.55,8.34,3.51,3.61,4.21,-0.06,-4.71,-2.32
0,1,1,10,1,10,19,1119,LVF-ASS-UNREL,INTERIOR,LISTEN,no,"['0', '0', '0', '0', '0', '0']",146,2.8,5.29,9.37,3.33,-0.25,7.74,2.18,3.67,7.45
1,2,3,29,1,1129,58,1158,LVF-ASS-UNREL,FRIGID,THREW,no,"['0', '0', '0', '0', '0', '0']",146,12.74,11,9.76,5.44,9.82,12.57,3.92,6.1,-9.89
2,3,1,157,2,157,313,1413,LVF-ASS-UNREL,LUMP,MOVE,no,"['0', '0', '0', '0', '0', '0']",146,0,0,0,0,0,0,0,0,0
3,4,2,8,1,558,15,1115,LVF-ASS-UNREL,HELL,SQUINT,no,"['0', '0', '0', '0', '0', '0']",146,8,6.65,5.45,4.65,8.57,6.92,4.47,1.8,-0.01
4,5,2,8,1,558,15,1115,LVF-ASS-UNREL,HELL,SQUINT,no,"['0', '0', '0', '0', '0', '0']",146,16.48,13.17,13.16,9.55,16.58,8.65,11.4,8.92,6.17
5,6,4,75,1,1725,150,1250,LVF-ASS-UNREL,ASPHALT,MIND,no,"['0', '0', '0', '0', '0', '0']",146,22.04,20.81,25.88,16.86,18,7.78,9.61,5.49,-1.58
6,7,3,271,3,1371,542,1642,RVF-CAT-STRONG,RING,NECKLACE,no,"['0', '0', '0', '0', '0', '0']",146,0,0,0,0,0,0,0,0,0
7,8,4,117,2,1767,234,1334,LVF-ASS-UNREL,RIDDLE,SIZE,no,"['0', '0', '0', '0', '0', '0']",146,-6.39,-10.54,-8.37,-7.44,-1.84,-9.04,-2.85,-6.63,2.53
8,9,3,29,1,1129,58,1158,LVF-ASS-UNREL,FRIGID,THREW,no,"['0', '0', '0', '0', '0', '0']",146,-12.05,-9.29,-10.61,-8.51,-11.85,-10.08,-10.28,-10.03,-6.95
9,10,2,8,1,558,15,1115,LVF-ASS-UNREL,HELL,SQUINT,no,"['0', '0', '0', '0', '0', '0']",146,13.69,19.74,21.24,14.71,6.85,16.42,8.11,10.6,3.72
10,11,2,241,3,791,481,1581,LVF-ASS-UNREL,CENTER,SPRING,no,"['0', '0', '0', '0', '0', '0']",146,1.1,1.07,4,-1.78,-7.07,-2.82,-8.4,-3.36,-10.6
11,12,3,68,1,1168,136,1236,LVF-ASS-UNREL,FRAUD,AGONY,no,"['0', '0', '0', '0', '0', '0']",146,9.46,8.21,12.74,8.3,7.28,7.25,1.55,4.98,5.95
12,13,2,8,1,558,15,1115,LVF-ASS-UNREL,HELL,SQUINT,no,"['0', '0', '0', '0', '0', '0']",146,18.23,19.2,16.19,12.55,12.28,20,8.82,12.18,3.28
13,14,1,10,1,10,19,1119,LVF-ASS-UNREL,INTERIOR,LISTEN,no,"['0', '0', '0', '0', '0', '0']",146,-3.69,-0.53,-1.8,1.41,-4.71,3.16,1.72,7.46,10.07
14,15,1,10,1,10,19,1119,LVF-ASS-UNREL,INTERIOR,LISTEN,no,"['0', '0', '0', '0', '0', '0']",146,0,0,0,0,0,0,0,0,0
15,16,2,8,1,558,15,1115,LVF-ASS-UNREL,HELL,SQUINT,no,"['0', '0', '0', '0', '0', '0']",146,-7.27,0.79,-0.63,4.11,-8.52,-0.26,-0.02,5.96,6.46
16,17,2,8,1,558,15,1115,LVF-ASS-UNREL,HELL,SQUINT,no,"['0', '0', '0', '0', '0', '0']",146,2.6,-0.82,1.97,2.92,2.2,1.98,9.04,7.78,10.85
17,18,3,29,1,1129,58,1158,LVF-ASS-UNREL,FRIGID,THREW,no,"['0', '0', '0', '0', '0', '0']",146,6.82,5.53,11.4,3.84,0.55,-0.38,0.51,-1.71,-3.74
18,19,3,29,1,1129,58,1158,LVF-ASS-UNREL,FRIGID,THREW,no,"['0', '0', '0', '0', '0', '0']",146,-0.85,-0.06,0.75,2.57,3.92,4.79,4.06,5.58,5.36
19,20,1,10,1,10,19,1119,LVF-ASS-UNREL,INTERIOR,LISTEN,no,"['0', '0', '0', '0', '0', '0']",146,17.92,24.14,24.44,25.58,23.1,21.04,27.07,26.54,27.46
20,21,4,5,1,1655,10,1110,LVF-ASS-UNREL,RACK,NOUN,no,"['0', '0', '0', '0', '0', '0']",146,0,0,0,0,0,0,0,0,0
21,22,4,5,1,1655,10,1110,LVF-ASS-UNREL,RACK,NOUN,no,"['0', '0', '0', '0', '0', '0']",146,20.34,11.22,19.84,11.25,17.21,7.01,10.86,6.89,6.69
22,23,1,10,1,10,19,1119,LVF-ASS-UNREL,INTERIOR,LISTEN,no,"['0', '0', '0', '0', '0', '0']",146,-6.24,-12.07,-10.43,-11.75,1.02,-11.13,-6.02,-8.11,-4.89
23,24,4,15,1,1665,30,1130,LVF-ASS-UNREL,CROW,RETAIN,no,"['0', '0', '0', '0', '0', '0']",146,6.09,15.77,12.3,15.97,2.87,17.54,9.89,15.04,11.32
0,1,1,31,1,31,61,1161,LVF-ASS-UNREL,RACKET,LOW,no,"['0', '0', '0', '0', '0', '0']",147,17.82,20.44,18.9,24.44,15.13,19.62,21.35,21.65,18.59
1,2,3,39,1,1139,78,1178,LVF-ASS-UNREL,OATMEAL,WET,no,"['0', '0', '0', '0', '0', '0']",147,5.53,7.65,7.88,7.15,3.84,3.51,-2.82,-1.73,-12.2
2,3,1,159,2,159,317,1417,LVF-ASS-UNREL,MEAN,SYMBOL,no,"['0', '0', '0', '0', '0', '0']",147,11.16,9.62,10.36,14.73,12.47,10.07,16.39,17.71,18.16
3,4,2,25,1,575,49,1149,LVF-ASS-UNREL,FILTH,FOOD,no,"['0', '0', '0', '0', '0', '0']",147,-0.82,-5.39,-3.83,-5.17,3.48,-7.97,-3.51,-9.73,-10.02
4,5,2,25,1,575,49,1149,LVF-ASS-UNREL,FILTH,FOOD,no,"['0', '0', '0', '0', '0', '0']",147,-5.56,-8.1,-7.28,-8.99,-4.65,-9.87,-7.28,-9.63,-5.96
5,6,4,117,2,1767,234,1334,LVF-ASS-UNREL,RIDDLE,SIZE,no,"['0', '0', '0', '0', '0', '0']",147,-20.37,-28.18,-32.76,-16.12,-7.26,-11.36,-2.41,-4.73,4.55
6,7,3,312,3,1412,624,1724,RVF-CAT-STRONG,DOG,COW,no,"['0', '0', '0', '0', '0', '0']",147,15.52,16.49,20.79,10.74,8.06,9.68,6.52,2.78,-3.52
7,8,4,136,2,1786,272,1372,LVF-ASS-UNREL,TIP,CRUEL,no,"['0', '0', '0', '0', '0', '0']",147,-5.78,-5.28,-7.71,-5.71,-5.46,-8.49,-9.65,-10.68,-5.41
8,9,3,39,1,1139,78,1178,LVF-ASS-UNREL,OATMEAL,WET,no,"['0', '0', '0', '0', '0', '0']",147,-1.97,-7.44,2.87,-3.09,9.34,-8.12,2.01,-7.04,-4.13
9,10,2,25,1,575,49,1149,LVF-ASS-UNREL,FILTH,FOOD,no,"['0', '0', '0', '0', '0', '0']",147,-14.13,-11.89,-15.73,-12.72,-8.42,-7.29,-5.77,-3.25,-2.69
10,11,2,254,3,804,507,1607,LVF-ASS-UNREL,GLOBE,CLEVER,no,"['0', '0', '0', '0', '0', '0']",147,3.14,6.22,5.78,2.79,-2.4,4.49,1.71,4.99,6.35
11,12,3,91,1,1191,182,1282,LVF-ASS-UNREL,MEAN,SYMBOL,no,"['0', '0', '0', '0', '0', '0', '0']",147,12.44,13.78,15.23,12.51,8.44,8.97,5.91,7.75,5.59
12,13,2,25,1,575,49,1149,LVF-ASS-UNREL,FILTH,FOOD,no,"['0', '0', '0', '0', '0', '0']",147,-2.61,-6.91,-5.99,-4.45,-5.77,-10.41,-6.04,-4.46,1.1
13,14,1,31,1,31,61,1161,LVF-ASS-UNREL,RACKET,LOW,no,"['0', '0', '0', '0', '0', '0']",147,4.92,3.81,8.23,5.73,0.41,2.45,2.68,2.84,1.92
14,15,1,31,1,31,61,1161,LVF-ASS-UNREL,RACKET,LOW,no,"['0', '0', '0', '0', '0', '0']",147,-5.76,-9.44,-12.02,-6.01,-1.66,-2.32,-2.13,-1.56,-1.18
15,16,2,25,1,575,49,1149,LVF-ASS-UNREL,FILTH,FOOD,no,"['0', '0', '0', '0', '0', '0']",147,0,0,0,0,0,0,0,0,0
16,17,2,25,1,575,49,1149,LVF-ASS-UNREL,FILTH,FOOD,no,"['0', '0', '0', '0', '0', '0']",147,16.23,9.65,14.52,15.1,15.13,9.8,17.48,13.38,12.7
17,18,3,39,1,1139,78,1178,LVF-ASS-UNREL,OATMEAL,WET,no,"['0', '0', '0', '0', '0', '0']",147,29.69,30.39,33.61,37.01,27.32,28.74,30.82,30.8,19.31
18,19,3,39,1,1139,78,1178,LVF-ASS-UNREL,OATMEAL,WET,no,"['0', '0', '0', '0', '0', '0']",147,17.7,19.83,17.74,16.47,10.85,18.19,10.3,9.63,4.68
19,20,1,31,1,31,61,1161,LVF-ASS-UNREL,RACKET,LOW,no,"['0', '0', '0', '0', '0', '0']",147,5.03,11.29,7.95,12.53,8.49,8.68,15.32,7.32,5.04
20,21,4,15,1,1665,30,1130,LVF-ASS-UNREL,CROW,RETAIN,no,"['0', '0', '0', '0', '0', '0']",147,16.36,17.46,21.13,17.18,12.07,11.31,11.7,11.15,7.59
21,22,4,15,1,1665,30,1130,LVF-ASS-UNREL,CROW,RETAIN,no,"['0', '0', '0', '0', '0', '0']",147,19.11,23.1,18.02,18.7,13.28,23.79,12.05,10.2,11.55
22,23,1,31,1,31,61,1161,LVF-ASS-UNREL,RACKET,LOW,no,"['0', '0', '0', '0', '0', '0']",147,4.34,9.11,9.78,3.9,2.02,7.28,-1.85,1.1,-3.36
23,24,4,75,1,1725,150,1250,LVF-ASS-UNREL,ASPHALT,MIND,no,"['0', '0', '0', '0', '0', '0']",147,3.1,2.68,4.74,4.23,3.57,3.77,6.01,5.78,6.84
0,1,1,36,1,36,71,1171,LVF-ASS-UNREL,HIGHWAY,SCRATCH,no,"['0', '0', '0', '0', '0', '0']",148,20.28,16.35,22.83,19.27,16.82,12.18,14.51,12.01,6.02
1,2,3,43,1,1143,86,1186,LVF-ASS-UNREL,INTERIOR,LISTEN,no,"['0', '0', '0', '0', '0', '0']",148,2.75,5.18,-0.83,-0.84,0.6,-1.51,-3.25,-1.55,-11.51
2,3,1,209,2,209,417,1517,LVF-ASS-UNREL,TRUNK,IVY,no,"['0', '0', '0', '0', '0', '0']",148,0,0,0,0,0,0,0,0,0
3,4,2,79,1,629,157,1257,LVF-ASS-UNREL,FRAIL,TROUBLE,no,"['0', '0', '0', '0', '0', '0']",148,1.28,-2.4,-2.73,-4.02,3.73,-3.41,0.21,-5.3,0.18
4,5,2,79,1,629,157,1257,LVF-ASS-UNREL,FRAIL,TROUBLE,no,"['0', '0', '0', '0', '0', '0']",148,7.09,10.67,10.71,11.91,3.36,11.45,7.87,10.15,9.87
5,6,4,136,2,1786,272,1372,LVF-ASS-UNREL,TIP,CRUEL,no,"['0', '0', '0', '0', '0', '0']",148,16.02,20,19.47,16.49,13.53,20.85,15.27,16.23,15.76
6,7,3,317,3,1417,634,1734,RVF-CAT-STRONG,ROBBERY,STEALING,no,"['0', '0', '0', '0', '0', '0']",148,8.26,5.24,4.5,3.14,10.19,6.53,5.92,1.86,1.21
7,8,4,173,2,1823,346,1446,LVF-ASS-UNREL,NURSERY,SHORT,no,"['0', '0', '0', '0', '0', '0']",148,15.67,16.19,19.93,18.32,11.11,18.92,12.21,14.51,6.46
8,9,3,43,1,1143,86,1186,LVF-ASS-UNREL,INTERIOR,LISTEN,no,"['0', '0', '0', '0', '0', '0']",148,-14.7,-5.95,-10.92,-12.89,-4.79,-2.36,-7.28,-9.11,-6.21
9,10,2,79,1,629,157,1257,LVF-ASS-UNREL,FRAIL,TROUBLE,no,"['0', '0', '0', '0', '0', '0']",148,-13.57,-17.33,-15.96,-11.71,-7.33,-13.13,-6.39,-7.52,-2.61
10,11,2,259,3,809,517,1617,LVF-ASS-UNREL,FOREHEAD,APOLOGY,no,"['0', '0', '0', '0', '0', '0']",148,1.47,5.02,0.83,2.3,-3.97,2.82,0.53,3.04,-1.56
11,12,3,113,2,1213,226,1326,LVF-ASS-UNREL,BISCUIT,TWIST,no,"['0', '0', '0', '0', '0', '0']",148,8.02,3.56,11.38,2.5,8.17,5.8,8.74,6.44,5.75
12,13,2,79,1,629,157,1257,LVF-ASS-UNREL,FRAIL,TROUBLE,no,"['0', '0', '0', '0', '0', '0']",148,14.5,9.87,17.99,9.99,12.19,8.83,8.6,9.51,6.83
13,14,1,36,1,36,71,1171,LVF-ASS-UNREL,HIGHWAY,SCRATCH,no,"['0', '0', '0', '0', '0', '0']",148,11.51,13.72,13.45,18.06,9.65,12.54,16.59,16.56,12.71
14,15,1,36,1,36,71,1171,LVF-ASS-UNREL,HIGHWAY,SCRATCH,no,"['0', '0', '0', '0', '0', '0']",148,6.9,-5.1,-1.79,0.87,9.17,0.83,7.35,3.59,5.31
15,16,2,79,1,629,157,1257,LVF-ASS-UNREL,FRAIL,TROUBLE,no,"['0', '0', '0', '0', '0', '0']",148,0,0,0,0,0,0,0,0,0
16,17,2,79,1,629,157,1257,LVF-ASS-UNREL,FRAIL,TROUBLE,no,"['0', '0', '0', '0', '0', '0']",148,0,0,0,0,0,0,0,0,0
17,18,3,43,1,1143,86,1186,LVF-ASS-UNREL,INTERIOR,LISTEN,no,"['0', '0', '0', '0', '0', '0']",148,5.2,10.09,12.12,11.51,1.6,4.34,6.51,5.79,1.8
18,19,3,43,1,1143,86,1186,LVF-ASS-UNREL,INTERIOR,LISTEN,no,"['0', '0', '0', '0', '0', '0']",148,21.33,19.86,17.49,19.43,14.63,17.26,19.71,18.1,10.19
19,20,1,36,1,36,71,1171,LVF-ASS-UNREL,HIGHWAY,SCRATCH,no,"['0', '0', '0', '0', '0', '0']",148,6.47,9.38,11.31,11.23,7.36,7.55,14.8,11.97,14.63
20,21,4,75,1,1725,150,1250,LVF-ASS-UNREL,ASPHALT,MIND,no,"['0', '0', '0', '0', '0', '0']",148,3.59,3.17,6.95,6.68,3.2,-0.57,4.84,5.51,4.34
21,22,4,75,1,1725,150,1250,LVF-ASS-UNREL,ASPHALT,MIND,no,"['0', '0', '0', '0', '0', '0']",148,17.89,22.92,27.1,23.18,15.02,17.35,20.89,17.71,14.09
22,23,1,36,1,36,71,1171,LVF-ASS-UNREL,HIGHWAY,SCRATCH,no,"['0', '0', '0', '0', '0', '0']",148,0,0,0,0,0,0,0,0,0
23,24,4,117,2,1767,234,1334,LVF-ASS-UNREL,RIDDLE,SIZE,no,"['0', '0', '0', '0', '0', '0']",148,8.88,10.23,12.42,11.02,9.48,11.93,13.11,9.77,9.86
0,1,1,45,1,45,89,1189,LVF-ASS-UNREL,FRAUD,AGONY,no,"['0', '0', '0', '0', '0', '0']",149,6.93,3.92,5.7,6.28,4.67,2.56,4.06,2.69,0.61
1,2,3,49,1,1149,98,1198,LVF-ASS-UNREL,MASH,STEP,no,"['0', '0', '0', '0', '0', '0']",149,-7.72,-9.13,-13.89,-4,-2.81,-0.86,-5.03,-2.95,-6.18
2,3,1,252,3,252,503,1603,LVF-ASS-UNREL,CLAW,POOL,no,"['0', '0', '0', '0', '0', '0']",149,-14.1,-11.49,-9.29,-13.1,-19.82,-13.28,-16.48,-14.14,-14.42
3,4,2,90,1,640,179,1279,LVF-ASS-UNREL,TIP,CRUEL,no,"['0', '0', '0', '0', '0', '0']",149,11.68,9.11,7.21,11.6,9.52,7.31,13.9,10.9,13.25
4,5,2,90,1,640,179,1279,LVF-ASS-UNREL,TIP,CRUEL,no,"['0', '0', '0', '0', '0', '0']",149,0.17,0.23,-1.48,2.8,2.76,1.29,6.63,6.12,7.21
5,6,4,173,2,1823,346,1446,LVF-ASS-UNREL,NURSERY,SHORT,no,"['0', '0', '0', '0', '0', '0']",149,9.15,4.84,5,6.95,9.61,7.24,7.95,5.3,10.15
6,7,3,336,4,1436,672,1772,RVF-CAT-STRONG,CONCRETE,BRICK,no,"['0', '0', '0', '0', '0', '0']",149,16.76,10.92,15.21,13.75,13.36,9.1,16.49,11.01,7.33
7,8,4,184,2,1834,368,1468,LVF-ASS-UNREL,MILLION,CREATOR,no,"['0', '0', '0', '0', '0', '0']",149,14.5,14.35,17.79,14.46,9.25,10.68,11.33,11.81,8.99
8,9,3,49,1,1149,98,1198,LVF-ASS-UNREL,MASH,STEP,no,"['0', '0', '0', '0', '0', '0']",149,-35.69,-36.26,-34.14,-38.22,-35.77,-39.07,-38.06,-39.8,-36.27
9,10,2,90,1,640,179,1279,LVF-ASS-UNREL,TIP,CRUEL,no,"['0', '0', '0', '0', '0', '0']",149,-13.28,-19.61,-19.42,-11.92,-5.84,-14.55,-2.6,-10.63,-4.15
10,11,2,264,3,814,527,1627,LVF-ASS-UNREL,SIGNAL,LINE,no,"['0', '0', '0', '0', '0', '0']",149,-0.62,3.52,4.75,-0.16,-5.06,-0.41,-7.71,-3.94,-6.32
11,12,3,129,2,1229,258,1358,LVF-ASS-UNREL,LACK,SWAMP,no,"['0', '0', '0', '0', '0', '0']",149,4.81,1.92,7.33,6.44,3.2,1.62,6.9,3.82,5.97
12,13,2,90,1,640,179,1279,LVF-ASS-UNREL,TIP,CRUEL,no,"['0', '0', '0', '0', '0', '0']",149,-0.84,-2.18,1.62,-0.97,-0.99,1.03,-1.28,-2.71,-2.49
13,14,1,45,1,45,89,1189,LVF-ASS-UNREL,FRAUD,AGONY,no,"['0', '0', '0', '0', '0', '0']",149,0,0,0,0,0,0,0,0,0
14,15,1,45,1,45,89,1189,LVF-ASS-UNREL,FRAUD,AGONY,no,"['0', '0', '0', '0', '0', '0']",149,11.58,8.38,12.12,14.63,9.73,12.81,12.21,13.96,10.89
15,16,2,90,1,640,179,1279,LVF-ASS-UNREL,TIP,CRUEL,no,"['0', '0', '0', '0', '0', '0']",149,0.31,7.99,5.28,4.3,3.33,14.5,7.19,11.01,8.74
16,17,2,90,1,640,179,1279,LVF-ASS-UNREL,TIP,CRUEL,no,"['0', '0', '0', '0', '0', '0']",149,0,0,0,0,0,0,0,0,0
17,18,3,49,1,1149,98,1198,LVF-ASS-UNREL,MASH,STEP,no,"['0', '0', '0', '0', '0', '0']",149,-1.68,1.03,3.83,-2.95,-3.82,-2.79,-4.17,-3.69,-8.71
18,19,3,49,1,1149,98,1198,LVF-ASS-UNREL,MASH,STEP,no,"['0', '0', '0', '0', '0', '0']",149,7.84,10.39,9.14,8.95,-2.55,5.82,1.17,4.95,-2.29
19,20,1,45,1,45,89,1189,LVF-ASS-UNREL,FRAUD,AGONY,no,"['0', '0', '0', '0', '0', '0']",149,0,0,0,0,0,0,0,0,0
20,21,4,117,2,1767,234,1334,LVF-ASS-UNREL,RIDDLE,SIZE,no,"['0', '0', '0', '0', '0', '0']",149,0.39,7.31,-5.96,0.89,2.03,5.85,7.03,9.16,5.88
21,22,4,117,2,1767,234,1334,LVF-ASS-UNREL,RIDDLE,SIZE,no,"['0', '0', '0', '0', '0', '0']",149,19.27,23.14,30.65,21.67,22.3,21.62,23.14,20.8,20.05
22,23,1,45,1,45,89,1189,LVF-ASS-UNREL,FRAUD,AGONY,no,"['0', '0', '0', '0', '0', '0']",149,4.29,6.71,8.98,2.24,-1.22,3.42,-4.66,-1.4,-5.85
23,24,4,136,2,1786,272,1372,LVF-ASS-UNREL,TIP,CRUEL,no,"['0', '0', '0', '0', '0', '0']",149,11.32,9.47,10.8,8.29,7.2,8.31,5.72,6.45,5.35
0,1,1,49,1,49,97,1197,LVF-ASS-UNREL,DUST,ACT,no,"['0', '0', '0', '0', '0', '0']",150,8.06,-1.68,5.18,1.75,7.13,-1.95,2.4,-0.5,0.14
1,2,3,68,1,1168,136,1236,LVF-ASS-UNREL,FRAUD,AGONY,no,"['0', '0', '0', '0', '0', '0']",150,12.14,20.09,17.2,19.5,14.78,18.19,10.83,12.72,-8.19
2,3,1,272,3,272,543,1643,LVF-ASS-UNREL,FINE,COURSE,no,"['0', '0', '0', '0', '0', '0']",150,0,0,0,0,0,0,0,0,0
3,4,2,109,1,659,217,1317,LVF-ASS-UNREL,CROW,RETAIN,no,"['0', '0', '0', '0', '0', '0']",150,-4.57,3.35,-6.25,1.53,-8.12,4,-2.97,4.29,5.98
4,5,2,109,1,659,217,1317,LVF-ASS-UNREL,CROW,RETAIN,no,"['0', '0', '0', '0', '0', '0']",150,8.62,8.15,15.28,10.31,4.46,9.11,9.97,11.83,9.3
5,6,4,184,2,1834,368,1468,LVF-ASS-UNREL,MILLION,CREATOR,no,"['0', '0', '0', '0', '0', '0']",150,-7.11,-4.05,-7.63,-6.42,-3.16,-1.12,-3.79,-5.36,-2.88
6,7,3,340,4,1440,680,1780,RVF-CAT-STRONG,FLOOR,WALL,no,"['0', '0', '0', '0', '0', '0']",150,0,0,0,0,0,0,0,0,0
7,8,4,199,2,1849,398,1498,LVF-ASS-UNREL,NATION,HOLD,no,"['0', '0', '0', '0', '0', '0']",150,3.69,2,5.6,-3.37,-0.69,-1.19,-6.64,-3.18,-2.88
