,participant,list,trial_order_participant,counterbalance,pair_order_id,prime_word_id,target_word_id,target_condition,prime,target,flag_40,all_prime_target_flags,bin_num,16,17,20,21,24,25,28,29,30
3,4,2,70,1,620,139,1239,LVF-ASS-WEAK,CANVAS,PAINTER,no,"['0', '0', '0', '0', '0', '0']",92,17.3,10.26,12.81,1.56,22.02,6.17,14.85,5.74,5.22
4,5,2,70,1,620,139,1239,LVF-ASS-WEAK,CANVAS,PAINTER,no,"['0', '0', '0', '0', '0', '0']",92,22.06,21.43,26.04,20.31,20.05,16.05,15.5,15.45,12.74
5,6,4,122,2,1772,244,1344,LVF-ASS-WEAK,DRILL,TEAM,no,"['0', '0', '0', '0', '0', '0']",92,4.56,-3.02,1.75,-2.35,4.41,-10.06,-2.72,-10.01,-11.07
6,7,3,365,4,1465,730,1830,LVF-ASS-WEAK,CURSE,DEVIL,no,"['0', '0', '0', '0', '0', '0']",92,0,0,0,0,0,0,0,0,0
7,8,4,122,2,1772,244,1344,LVF-ASS-WEAK,DRILL,TEAM,no,"['0', '0', '0', '0', '0', '0']",92,-6.64,-3.17,-4.14,-5.44,-1.25,-1.47,0.6,-1.77,7.07
8,9,3,123,2,1223,246,1346,LVF-ASS-WEAK,DISLIKE,ENEMY,no,"['0', '0', '0', '0', '0', '0']",92,0,0,0,0,0,0,0,0,0
9,10,2,70,1,620,139,1239,LVF-ASS-WEAK,CANVAS,PAINTER,no,"['0', '0', '0', '0', '0', '0']",92,0,0,0,0,0,0,0,0,0
10,11,2,228,3,778,455,1555,LVF-ASS-WEAK,CARAVAN,TRIP,no,"['0', '0', '0', '0', '0', '0']",92,19.6,13.02,16.23,13.53,16.33,13.39,16,11.3,13.23
11,12,3,142,2,1242,284,1384,LVF-ASS-WEAK,GROW,BUILD,no,"['0', '0', '0', '0', '0', '0', '0', '0']",92,16.05,14.34,16.8,13.21,13.84,13.94,12.67,16.39,13.62
12,13,2,70,1,620,139,1239,LVF-ASS-WEAK,CANVAS,PAINTER,no,"['0', '0', '0', '0', '0', '0']",92,31.3,32.11,28.02,34.32,28.24,37.43,32.5,38.26,26.59
13,14,1,75,1,75,149,1249,LVF-ASS-WEAK,BOOTS,MUD,no,"['0', '0', '0', '0', '0', '0']",92,13.13,10.35,18.09,18.03,8.4,9.88,15.75,20.56,19.79
14,15,1,75,1,75,149,1249,LVF-ASS-WEAK,BOOTS,MUD,no,"['0', '0', '0', '0', '0', '0']",92,-0.89,-6.15,-3.43,-0.76,0.41,-2.65,3.23,3.17,3.07
15,16,2,70,1,620,139,1239,LVF-ASS-WEAK,CANVAS,PAINTER,no,"['0', '0', '0', '0', '0', '0']",92,-11.08,-7.51,-15.87,-8.89,-8.31,-4.43,-6.34,-4.64,-2.06
16,17,2,70,1,620,139,1239,LVF-ASS-WEAK,CANVAS,PAINTER,no,"['0', '0', '0', '0', '0', '0']",92,0,0,0,0,0,0,0,0,0
17,18,3,123,2,1223,246,1346,LVF-ASS-WEAK,DISLIKE,ENEMY,no,"['0', '0', '0', '0', '0', '0']",92,0.9,7.98,12.18,6.33,-4.22,3.83,-1.33,2.24,-0.47
18,19,3,123,2,1223,246,1346,LVF-ASS-WEAK,DISLIKE,ENEMY,no,"['0', '0', '0', '0', '0', '0']",92,16.19,11.14,15.76,11.78,6.55,6.21,7.49,8.01,2.56
19,20,1,75,1,75,149,1249,LVF-ASS-WEAK,BOOTS,MUD,no,"['0', '0', '0', '0', '0', '0']",92,0.03,9.59,9.85,13.58,2.58,12.38,16.42,14.93,17.89
20,21,4,87,1,1737,174,1274,LVF-ASS-WEAK,FAIL,CLASS,no,"['0', '0', '0', '0', '0', '0']",92,16.29,6.77,15.24,11.54,12.1,3.61,8.12,2.19,-0.52
21,22,4,87,1,1737,174,1274,LVF-ASS-WEAK,FAIL,CLASS,no,"['0', '0', '0', '0', '0', '0']",92,4.02,6.62,13.53,5.92,1.71,4.4,2.61,4.92,3.67
22,23,1,75,1,75,149,1249,LVF-ASS-WEAK,BOOTS,MUD,no,"['0', '0', '0', '0', '0', '0']",92,12.58,17.57,17.85,10.34,8.13,12.28,5.52,8.38,-0.75
23,24,4,87,1,1737,174,1274,LVF-ASS-WEAK,FAIL,CLASS,no,"['0', '0', '0', '0', '0', '0']",92,2.86,1.72,2.54,1.58,0.39,-0.8,2.35,2.1,5.43
0,1,1,80,1,80,159,1259,LVF-ASS-WEAK,GROW,BUILD,no,"['0', '0', '0', '0', '0', '0']",93,3.09,9.76,7.61,9.24,2.77,11.94,10.79,12.4,11.05
1,2,3,127,2,1227,254,1354,LVF-ASS-WEAK,BLIND,SIDE,no,"['0', '0', '0', '0', '0', '0']",93,3.09,-1.67,-1.1,-0.57,-1.49,-2.35,0.62,0.48,-4.61
2,3,1,290,3,290,579,1679,LVF-ASS-WEAK,CHANCE,LAST,no,"['0', '0', '0', '0', '0', '0']",93,4.76,8.99,7.07,9.32,9.01,10.37,9.46,12.85,8.01
3,4,2,78,1,628,155,1255,LVF-ASS-WEAK,BALLOT,CAST,no,"['0', '0', '0', '0', '0', '0']",93,6.55,3.56,5.1,3.13,9.45,-1.27,1.92,-3.29,-1.92
4,5,2,78,1,628,155,1255,LVF-ASS-WEAK,BALLOT,CAST,no,"['0', '0', '0', '0', '0', '0']",93,0,0,0,0,0,0,0,0,0
5,6,4,128,2,1778,256,1356,LVF-ASS-WEAK,CUE,SPEAK,no,"['0', '0', '0', '0', '0', '0']",93,-2.77,-5.02,-6.89,-4.74,3.99,-2.34,-0.06,-3.29,-0.33
6,7,3,75,1,1175,150,1250,RVF-ASS-UNREL,ASPHALT,MIND,no,"['0', '0', '0', '0', '0', '0']",93,9.78,9.76,8.65,9.62,10.83,8.88,10.95,8.28,3.04
7,8,4,128,2,1778,256,1356,LVF-ASS-WEAK,CUE,SPEAK,no,"['0', '0', '0', '0', '0', '0']",93,4.23,-1.59,2.68,-2.57,1.97,-2.01,-0.27,-0.88,0.16
8,9,3,127,2,1227,254,1354,LVF-ASS-WEAK,BLIND,SIDE,no,"['0', '0', '0', '0', '0', '0']",93,-28.92,-24.3,-26.84,-24.47,-27.24,-24.95,-24.17,-22.89,-12.6
9,10,2,78,1,628,155,1255,LVF-ASS-WEAK,BALLOT,CAST,no,"['0', '0', '0', '0', '0', '0']",93,5.82,4.4,4.77,3.07,11.46,5.13,7.94,7.43,5.88
10,11,2,242,3,792,483,1583,LVF-ASS-WEAK,KITTEN,CUTE,no,"['0', '0', '0', '0', '0', '0']",93,-5.86,-3.98,-5.22,-7.01,-9.56,-3.7,-8.93,-7.74,-6.94
11,12,3,145,2,1245,290,1390,LVF-ASS-WEAK,BOWL,LANE,no,"['0', '0', '0', '0', '0', '0']",93,0,0,0,0,0,0,0,0,0
12,13,2,78,1,628,155,1255,LVF-ASS-WEAK,BALLOT,CAST,no,"['0', '0', '0', '0', '0', '0']",93,0,0,0,0,0,0,0,0,0
13,14,1,80,1,80,159,1259,LVF-ASS-WEAK,GROW,BUILD,no,"['0', '0', '0', '0', '0', '0']",93,-8.04,-9.36,-9.35,-6.56,-5.21,-4.01,-0.92,-2.42,2.61
14,15,1,80,1,80,159,1259,LVF-ASS-WEAK,GROW,BUILD,no,"['0', '0', '0', '0', '0', '0']",93,0,0,0,0,0,0,0,0,0
15,16,2,78,1,628,155,1255,LVF-ASS-WEAK,BALLOT,CAST,no,"['0', '0', '0', '0', '0', '0']",93,-2.37,0.26,2.35,-4.12,-5.64,-3.62,-5.47,-4.02,-1.9
16,17,2,78,1,628,155,1255,LVF-ASS-WEAK,BALLOT,CAST,no,"['0', '0', '0', '0', '0', '0']",93,2.29,2.64,7.39,2.86,-0.59,-0.6,-3.6,-2.28,-3.26
17,18,3,127,2,1227,254,1354,LVF-ASS-WEAK,BLIND,SIDE,no,"['0', '0', '0', '0', '0', '0']",93,0,0,0,0,0,0,0,0,0
18,19,3,127,2,1227,254,1354,LVF-ASS-WEAK,BLIND,SIDE,no,"['0', '0', '0', '0', '0', '0']",93,-7.08,-6.38,1.46,-2.84,8.45,4.8,6.78,5.6,7.45
19,20,1,80,1,80,159,1259,LVF-ASS-WEAK,GROW,BUILD,no,"['0', '0', '0', '0', '0', '0']",93,5.1,15.01,12.78,14.98,7.08,15.39,12.98,13.92,13.87
20,21,4,112,2,1762,224,1324,LVF-ASS-WEAK,COLONEL,RANK,no,"['0', '0', '0', '0', '0', '0']",93,11.94,9.36,9.22,10.72,7.08,5.45,6.48,6.79,11.06
21,22,4,112,2,1762,224,1324,LVF-ASS-WEAK,COLONEL,RANK,no,"['0', '0', '0', '0', '0', '0']",93,6.5,15.62,17.51,16.09,8.1,11.96,12.94,5.29,11.11
22,23,1,80,1,80,159,1259,LVF-ASS-WEAK,GROW,BUILD,no,"['0', '0', '0', '0', '0', '0']",93,-6.41,-5.98,-7.27,-9.28,-9.92,-7.88,-14.17,-13.64,-16.98
23,24,4,122,2,1772,244,1344,LVF-ASS-WEAK,DRILL,TEAM,no,"['0', '0', '0', '0', '0', '0']",93,-3.44,1.34,-0.41,4.59,-1.64,6.82,5.06,5.43,5.81
0,1,1,201,2,201,401,1501,LVF-ASS-WEAK,CLOSET,HIDE,no,"['0', '0', '0', '0', '0', '0']",94,17.4,13.58,22.95,15.31,7.78,8.54,5.54,5.77,-0.64
1,2,3,142,2,1242,284,1384,LVF-ASS-WEAK,GROW,BUILD,no,"['0', '0', '0', '0', '0', '0']",94,-9.89,-5.98,-8.32,-0.88,0.86,0.01,-0.97,-1.02,-5.95
2,3,1,291,3,291,581,1681,LVF-ASS-WEAK,FLUNK,GRADE,no,"['0', '0', '0', '0', '0', '0']",94,13.96,19.18,19.16,17.63,10.44,19.82,13.28,20.1,13.71
3,4,2,95,1,645,189,1289,LVF-ASS-WEAK,FEAST,PARTY,no,"['0', '0', '0', '0', '0', '0']",94,1.7,-1.71,-1.48,6.39,2.06,-0.45,4.44,2.84,-0.99
4,5,2,95,1,645,189,1289,LVF-ASS-WEAK,FEAST,PARTY,no,"['0', '0', '0', '0', '0', '0']",94,12.91,14.9,15.4,17.07,13.51,14.82,15.86,13.43,11.1
5,6,4,130,2,1780,260,1360,LVF-ASS-WEAK,CANVAS,PAINTER,no,"['0', '0', '0', '0', '0', '0']",94,2.67,5.59,4.41,4.04,1.96,-0.49,0.61,1.44,1.76
6,7,3,117,2,1217,234,1334,RVF-ASS-UNREL,RIDDLE,SIZE,no,"['0', '0', '0', '0', '0', '0']",94,15.78,9.23,11.75,15.25,14.81,8.78,14.25,13.04,10.43
7,8,4,130,2,1780,260,1360,LVF-ASS-WEAK,CANVAS,PAINTER,no,"['0', '0', '0', '0', '0', '0']",94,11.8,12.22,13.82,14.6,10.21,10.45,13.64,16.47,8.89
8,9,3,142,2,1242,284,1384,LVF-ASS-WEAK,GROW,BUILD,no,"['0', '0', '0', '0', '0', '0']",94,0,0,0,0,0,0,0,0,0
9,10,2,95,1,645,189,1289,LVF-ASS-WEAK,FEAST,PARTY,no,"['0', '0', '0', '0', '0', '0']",94,13.63,24.03,23.41,17.8,9.88,20.87,14.94,19.23,14.37
10,11,2,247,3,797,493,1593,LVF-ASS-WEAK,DRILL,TEAM,no,"['0', '0', '0', '0', '0', '0']",94,15.24,16.96,19.84,17.92,6.38,8.59,6.78,9.33,1.35
11,12,3,176,2,1276,352,1452,LVF-ASS-WEAK,CONSTANT,MOTION,no,"['0', '0', '0', '0', '0', '0']",94,12.03,5.84,10.86,1.24,10.43,1.85,7.76,2.69,1.15
12,13,2,95,1,645,189,1289,LVF-ASS-WEAK,FEAST,PARTY,no,"['0', '0', '0', '0', '0', '0']",94,-11.25,-11.49,-13.9,-14.17,-14.08,-9.5,-16.54,-14.93,-11.57
13,14,1,201,2,201,401,1501,LVF-ASS-WEAK,CLOSET,HIDE,no,"['0', '0', '0', '0', '0', '0']",94,9.99,4.75,5.14,6.49,7.27,3.44,11.91,6.06,2.64
14,15,1,201,2,201,401,1501,LVF-ASS-WEAK,CLOSET,HIDE,no,"['0', '0', '0', '0', '0', '0']",94,-3.56,0.65,1.38,2.36,-2.6,-1.75,2.52,2.29,3.24
15,16,2,95,1,645,189,1289,LVF-ASS-WEAK,FEAST,PARTY,no,"['0', '0', '0', '0', '0', '0']",94,1.14,6,4.12,2.59,-4.54,6.35,-3.02,3.42,0.77
16,17,2,95,1,645,189,1289,LVF-ASS-WEAK,FEAST,PARTY,no,"['0', '0', '0', '0', '0', '0']",94,14.39,7.22,15.84,12.97,11.74,6.83,10.13,10.57,12.08
17,18,3,142,2,1242,284,1384,LVF-ASS-WEAK,GROW,BUILD,no,"['0', '0', '0', '0', '0', '0']",94,8.46,16.47,18.05,14.26,5.93,14.14,12.74,15.78,10.77
18,19,3,142,2,1242,284,1384,LVF-ASS-WEAK,GROW,BUILD,no,"['0', '0', '0', '0', '0', '0']",94,11.46,3.06,4.33,6.48,2.06,-12.09,2.77,0.55,4.16
19,20,1,201,2,201,401,1501,LVF-ASS-WEAK,CLOSET,HIDE,no,"['0', '0', '0', '0', '0', '0']",94,7.01,10.11,9.22,12.88,17.3,13.46,21.43,15.7,15.41
20,21,4,122,2,1772,244,1344,LVF-ASS-WEAK,DRILL,TEAM,no,"['0', '0', '0', '0', '0', '0']",94,11.75,7.49,12.3,15.27,11.23,10.14,12.35,10.01,9.82
21,22,4,122,2,1772,244,1344,LVF-ASS-WEAK,DRILL,TEAM,no,"['0', '0', '0', '0', '0', '0']",94,30.88,31.76,35.43,29.19,31.52,29.85,27.88,28.9,19.25
22,23,1,201,2,201,401,1501,LVF-ASS-WEAK,CLOSET,HIDE,no,"['0', '0', '0', '0', '0', '0']",94,0,0,0,0,0,0,0,0,0
23,24,4,128,2,1778,256,1356,LVF-ASS-WEAK,CUE,SPEAK,no,"['0', '0', '0', '0', '0', '0']",94,-0.26,-1.16,-3.63,3.28,1.02,1.44,6.28,6.58,10.82
0,1,1,215,2,215,429,1529,LVF-ASS-WEAK,DISTURB,HOTEL,no,"['0', '0', '0', '0', '0', '0']",95,-10.48,-8.7,-14.86,-1.2,-3.42,1.85,2.82,7.11,11.87
1,2,3,145,2,1245,290,1390,LVF-ASS-WEAK,BOWL,LANE,no,"['0', '0', '0', '0', '0', '0']",95,18.27,12.5,9.01,12.22,17.68,15.14,12.37,10.54,-1.01
2,3,1,302,3,302,603,1703,LVF-ASS-WEAK,CONSTANT,MOTION,no,"['0', '0', '0', '0', '0', '0']",95,-3.6,-5.42,-0.39,-4.04,-5.14,-3.49,-5.25,-3.97,-7.99
3,4,2,107,1,657,213,1313,LVF-ASS-WEAK,BUCKET,WASH,no,"['0', '0', '0', '0', '0', '0']",95,3.38,1.63,8.43,2.3,-1.65,-2.19,0.27,-4.69,-1.15
4,5,2,107,1,657,213,1313,LVF-ASS-WEAK,BUCKET,WASH,no,"['0', '0', '0', '0', '0', '0']",95,0,0,0,0,0,0,0,0,0
5,6,4,153,2,1803,306,1406,LVF-ASS-WEAK,CANCER,KILL,no,"['0', '0', '0', '0', '0', '0']",95,7.71,11.83,10.94,14.75,9.84,11.13,16.46,14.61,13.62
6,7,3,136,2,1236,272,1372,RVF-ASS-UNREL,TIP,CRUEL,no,"['0', '0', '0', '0', '0', '0']",95,5.49,3.96,6.64,5.31,3.59,3.21,2.85,4.6,3.18
7,8,4,153,2,1803,306,1406,LVF-ASS-WEAK,CANCER,KILL,no,"['0', '0', '0', '0', '0', '0']",95,7.82,7.27,8.93,6.95,-0.89,4.54,-3.69,0.03,-2.55
8,9,3,145,2,1245,290,1390,LVF-ASS-WEAK,BOWL,LANE,no,"['0', '0', '0', '0', '0', '0']",95,6.57,10.45,7.32,7.59,5.91,8.93,5.63,6.39,0.19
9,10,2,107,1,657,213,1313,LVF-ASS-WEAK,BUCKET,WASH,no,"['0', '0', '0', '0', '0', '0']",95,-5.49,-5.27,-10.34,-4.34,1.9,-3.29,4.82,0.51,4.38
10,11,2,271,3,821,541,1641,LVF-ASS-WEAK,CHISEL,CREATE,no,"['0', '0', '0', '0', '0', '0']",95,3.21,4,7.3,2.92,-4.2,-1.03,-3.78,-4.6,-8.61
11,12,3,179,2,1279,358,1458,LVF-ASS-WEAK,BOOTS,MUD,no,"['0', '0', '0', '0', '0', '0']",95,15.27,5.06,14.18,5.71,11.85,2.99,11.43,5.41,-0.1
12,13,2,107,1,657,213,1313,LVF-ASS-WEAK,BUCKET,WASH,no,"['0', '0', '0', '0', '0', '0']",95,12.59,13.42,8.88,13.23,14.57,12.3,15.36,17.22,11.55
13,14,1,215,2,215,429,1529,LVF-ASS-WEAK,DISTURB,HOTEL,no,"['0', '0', '0', '0', '0', '0']",95,0.02,1.05,-0.07,4.26,3.81,4.62,7.87,8.11,5.9
14,15,1,215,2,215,429,1529,LVF-ASS-WEAK,DISTURB,HOTEL,no,"['0', '0', '0', '0', '0', '0']",95,11.79,10.44,10.4,13.71,11.62,14.86,16.81,20.3,18.44
15,16,2,107,1,657,213,1313,LVF-ASS-WEAK,BUCKET,WASH,no,"['0', '0', '0', '0', '0', '0']",95,0.08,3.53,4.39,2.6,4.04,1.89,3.57,4.09,7.55
16,17,2,107,1,657,213,1313,LVF-ASS-WEAK,BUCKET,WASH,no,"['0', '0', '0', '0', '0', '0']",95,0,0,0,0,0,0,0,0,0
17,18,3,145,2,1245,290,1390,LVF-ASS-WEAK,BOWL,LANE,no,"['0', '0', '0', '0', '0', '0']",95,0,0,0,0,0,0,0,0,0
18,19,3,145,2,1245,290,1390,LVF-ASS-WEAK,BOWL,LANE,no,"['0', '0', '0', '0', '0', '0']",95,0.86,-8.28,3.62,-2.09,-0.51,-12.08,-5.06,-9.85,-8.64
19,20,1,215,2,215,429,1529,LVF-ASS-WEAK,DISTURB,HOTEL,no,"['0', '0', '0', '0', '0', '0']",95,19.88,17.63,20.49,19.89,23.78,18.79,19.94,18.88,15.28
20,21,4,128,2,1778,256,1356,LVF-ASS-WEAK,CUE,SPEAK,no,"['0', '0', '0', '0', '0', '0']",95,21.45,19.44,26.07,21.28,18.62,12.14,18.36,17.57,14.83
21,22,4,128,2,1778,256,1356,LVF-ASS-WEAK,CUE,SPEAK,no,"['0', '0', '0', '0', '0', '0']",95,0,0,0,0,0,0,0,0,0
22,23,1,215,2,215,429,1529,LVF-ASS-WEAK,DISTURB,HOTEL,no,"['0', '0', '0', '0', '0', '0']",95,11.04,11.58,22.42,1.6,2.62,0.55,-8.4,-9.42,-16.63
23,24,4,130,2,1780,260,1360,LVF-ASS-WEAK,CANVAS,PAINTER,no,"['0', '0', '0', '0', '0', '0']",95,0,0,0,0,0,0,0,0,0
0,1,1,224,3,224,447,1547,LVF-ASS-WEAK,FOGGY,DAY,no,"['0', '0', '0', '0', '0', '0']",96,14.33,8.52,13.1,8.66,12.41,4.84,5.77,2.3,-3.11
1,2,3,176,2,1276,352,1452,LVF-ASS-WEAK,CONSTANT,MOTION,no,"['0', '0', '0', '0', '0', '0']",96,10.43,8.62,12.65,18.08,7.68,13.08,16.1,20.11,8.63
2,3,1,314,3,314,627,1727,LVF-ASS-WEAK,CEREMONY,AWARD,no,"['0', '0', '0', '0', '0', '0']",96,0,0,0,0,0,0,0,0,0
3,4,2,111,2,661,221,1321,LVF-ASS-WEAK,PATRIOT,CITIZEN,no,"['0', '0', '0', '0', '0', '0']",96,-2.78,-8.18,-5.85,-12.18,1.64,-7.94,-1.45,-5.33,-2.02
4,5,2,111,2,661,221,1321,LVF-ASS-WEAK,PATRIOT,CITIZEN,no,"['0', '0', '0', '0', '0', '0']",96,-17.7,-26.02,-18.06,-26.68,-18.25,-26.64,-22.19,-28.26,-18.72
5,6,4,187,2,1837,374,1474,LVF-ASS-WEAK,BOND,FAMILY,no,"['0', '0', '0', '0', '0', '0']",96,0,0,0,0,0,0,0,0,0
6,7,3,173,2,1273,346,1446,RVF-ASS-UNREL,NURSERY,SHORT,no,"['0', '0', '0', '0', '0', '0']",96,-2.01,-2.44,-3.09,-5.42,1.31,-1.62,-3.58,-5.89,-4.8
7,8,4,187,2,1837,374,1474,LVF-ASS-WEAK,BOND,FAMILY,no,"['0', '0', '0', '0', '0', '0']",96,3.6,6.59,8.33,4.4,0.2,2.44,-1.13,2.24,0.31
8,9,3,176,2,1276,352,1452,LVF-ASS-WEAK,CONSTANT,MOTION,no,"['0', '0', '0', '0', '0', '0']",96,0,0,0,0,0,0,0,0,0
9,10,2,111,2,661,221,1321,LVF-ASS-WEAK,PATRIOT,CITIZEN,no,"['0', '0', '0', '0', '0', '0']",96,-4.84,-1.87,-4.27,-4.94,-4.79,0.03,-3.09,-1.36,0.66
10,11,2,287,3,837,573,1673,LVF-ASS-WEAK,FAIL,CLASS,no,"['0', '0', '0', '0', '0', '0']",96,5.88,5.47,8.04,1.49,-2.28,-2.06,-1.86,-5.15,-6.79
11,12,3,202,2,1302,404,1504,LVF-ASS-WEAK,PARK,AVENUE,no,"['0', '0', '0', '0', '0', '0']",96,6.73,1.24,5.79,4.99,7.9,1.82,9.3,5.82,5.71
12,13,2,111,2,661,221,1321,LVF-ASS-WEAK,PATRIOT,CITIZEN,no,"['0', '0', '0', '0', '0', '0']",96,1.26,2.1,-2.24,6.52,2.14,4.4,9.74,7.47,16.49
13,14,1,224,3,224,447,1547,LVF-ASS-WEAK,FOGGY,DAY,no,"['0', '0', '0', '0', '0', '0']",96,0,0,0,0,0,0,0,0,0
14,15,1,224,3,224,447,1547,LVF-ASS-WEAK,FOGGY,DAY,no,"['0', '0', '0', '0', '0', '0']",96,3.62,2.2,-0.29,-5.19,3.49,-0.11,-2.85,-5.09,-7.3
15,16,2,111,2,661,221,1321,LVF-ASS-WEAK,PATRIOT,CITIZEN,no,"['0', '0', '0', '0', '0', '0']",96,-4.63,-5.32,-6.79,-0.74,2.47,-2.09,3.3,2.93,2.74
16,17,2,111,2,661,221,1321,LVF-ASS-WEAK,PATRIOT,CITIZEN,no,"['0', '0', '0', '0', '0', '0']",96,14.29,6.01,20.27,8.18,12.48,-0.77,12.35,0.81,2.4
17,18,3,176,2,1276,352,1452,LVF-ASS-WEAK,CONSTANT,MOTION,no,"['0', '0', '0', '0', '0', '0']",96,11.45,18.22,17.61,12.85,6.01,12.89,7.7,8.95,8.16
18,19,3,176,2,1276,352,1452,LVF-ASS-WEAK,CONSTANT,MOTION,no,"['0', '0', '0', '0', '0', '0']",96,7.75,6.27,4.3,1.36,0.54,-1.63,0.85,0.14,0.69
19,20,1,224,3,224,447,1547,LVF-ASS-WEAK,FOGGY,DAY,no,"['0', '0', '0', '0', '0', '0']",96,11.11,9.35,12.24,7.93,9.94,8.46,4.53,2.1,-2.21
20,21,4,130,2,1780,260,1360,LVF-ASS-WEAK,CANVAS,PAINTER,no,"['0', '0', '0', '0', '0', '0']",96,16.35,19.11,22.29,18.49,15.65,13.67,17.72,16.35,13.95
21,22,4,130,2,1780,260,1360,LVF-ASS-WEAK,CANVAS,PAINTER,no,"['0', '0', '0', '0', '0', '0']",96,0,0,0,0,0,0,0,0,0
22,23,1,224,3,224,447,1547,LVF-ASS-WEAK,FOGGY,DAY,no,"['0', '0', '0', '0', '0', '0']",96,-5.62,-3.01,-9.48,3.57,-4.62,6.32,4.93,9.17,10.59
23,24,4,153,2,1803,306,1406,LVF-ASS-WEAK,CANCER,KILL,no,"['0', '0', '0', '0', '0', '0']",96,-3.33,3.43,2.07,2.27,-4.04,3.7,1.03,1.21,7.07
0,1,1,248,3,248,495,1595,LVF-ASS-WEAK,DISLIKE,ENEMY,no,"['0', '0', '0', '0', '0', '0']",97,8.82,5.09,5.94,10.37,7.38,3.98,8.79,8.76,4.69
1,2,3,179,2,1279,358,1458,LVF-ASS-WEAK,BOOTS,MUD,no,"['0', '0', '0', '0', '0', '0']",97,-10.35,-14.59,-11.52,-10.25,-13.18,-9.31,-5.26,-5.19,3.53
2,3,1,342,4,342,683,1783,LVF-ASS-WEAK,BLIND,SIDE,no,"['0', '0', '0', '0', '0', '0']",97,0,0,0,0,0,0,0,0,0
3,4,2,168,2,718,335,1435,LVF-ASS-WEAK,FIRM,LEGS,no,"['0', '0', '0', '0', '0', '0']",97,-15.24,-20.56,-16.87,-25.53,-9.97,-24.56,-15.21,-19.69,-16.14
4,5,2,168,2,718,335,1435,LVF-ASS-WEAK,FIRM,LEGS,no,"['0', '0', '0', '0', '0', '0']",97,-11.85,-5.23,-5.31,-8.87,-11.91,-9.06,-9.52,-7.56,-3.92
5,6,4,211,2,1861,422,1522,LVF-ASS-WEAK,BEG,HUNGRY,no,"['0', '0', '0', '0', '0', '0']",97,16.39,10.25,13.53,14.54,18.19,6.05,21.56,13.89,16.87
6,7,3,184,2,1284,368,1468,RVF-ASS-UNREL,MILLION,CREATOR,no,"['0', '0', '0', '0', '0', '0']",97,4.94,7.52,6.07,8.45,3.52,7.34,7.15,10.41,7.95
7,8,4,211,2,1861,422,1522,LVF-ASS-WEAK,BEG,HUNGRY,no,"['0', '0', '0', '0', '0', '0']",97,-4.7,-3.27,-4.37,-4.43,-1.1,-1.21,-4.74,-0.64,-2.12
8,9,3,179,2,1279,358,1458,LVF-ASS-WEAK,BOOTS,MUD,no,"['0', '0', '0', '0', '0', '0']",97,22.06,11.5,6.27,9.09,-0.04,-4.28,2.18,-2.78,-7.63
9,10,2,168,2,718,335,1435,LVF-ASS-WEAK,FIRM,LEGS,no,"['0', '0', '0', '0', '0', '0']",97,5.91,4.51,5.65,2.04,2.89,0.16,0.65,-1.18,-0.42
10,11,2,293,3,843,585,1685,LVF-ASS-WEAK,BEG,HUNGRY,no,"['0', '0', '0', '0', '0', '0']",97,3.73,12.82,10.63,5.08,-6.55,3.91,-2.69,2.8,-2.23
11,12,3,217,2,1317,434,1534,LVF-ASS-WEAK,FOGGY,DAY,no,"['0', '0', '0', '0', '0', '0']",97,11.32,13.22,12.26,11.72,7.71,7.35,4.24,5.51,3.76
12,13,2,168,2,718,335,1435,LVF-ASS-WEAK,FIRM,LEGS,no,"['0', '0', '0', '0', '0', '0']",97,2.55,2.98,0.28,3.6,1.21,7.03,3.84,10.18,6.51
13,14,1,248,3,248,495,1595,LVF-ASS-WEAK,DISLIKE,ENEMY,no,"['0', '0', '0', '0', '0', '0']",97,-3.62,-3.18,-2.76,-4.61,-2.76,-2.03,-5.05,-3.65,-1.56
14,15,1,248,3,248,495,1595,LVF-ASS-WEAK,DISLIKE,ENEMY,no,"['0', '0', '0', '0', '0', '0']",97,-7.83,-6.07,-5.33,-2.8,-6.25,-3.66,-1.56,2.06,2.57
15,16,2,168,2,718,335,1435,LVF-ASS-WEAK,FIRM,LEGS,no,"['0', '0', '0', '0', '0', '0']",97,0,0,0,0,0,0,0,0,0
16,17,2,168,2,718,335,1435,LVF-ASS-WEAK,FIRM,LEGS,no,"['0', '0', '0', '0', '0', '0']",97,0,0,0,0,0,0,0,0,0
17,18,3,179,2,1279,358,1458,LVF-ASS-WEAK,BOOTS,MUD,no,"['0', '0', '0', '0', '0', '0']",97,9.38,8.45,6.76,12.51,7.04,10.8,11.16,13.15,12.49
18,19,3,179,2,1279,358,1458,LVF-ASS-WEAK,BOOTS,MUD,no,"['0', '0', '0', '0', '0', '0']",97,26.23,16.19,21.33,18.41,11.98,11.47,16.05,14.31,7.48
19,20,1,248,3,248,495,1595,LVF-ASS-WEAK,DISLIKE,ENEMY,no,"['0', '0', '0', '0', '0', '0']",97,-16.6,-12.88,-13.68,-6.29,-13.17,-9.62,-4.39,-3.43,6.78
20,21,4,153,2,1803,306,1406,LVF-ASS-WEAK,CANCER,KILL,no,"['0', '0', '0', '0', '0', '0']",97,16.46,15.1,20.74,12.17,9.94,12.74,11.1,6.77,8.06
