,participant,list,trial_order_participant,counterbalance,pair_order_id,prime_word_id,target_word_id,target_condition,prime,target,flag_40,all_prime_target_flags,bin_num,12,13,16,17,20,21,24,25
0,1,2,10,1,340,463,403,RVF-ASS-STRONG,PRODUCER,MOVIE,no,"['0', '0', '0', '0', '0', '0']",1,-7.74,-4.65,-9.8,-4.83,-9.64,-6.14,-5.39,1.38
1,2,1,24,1,24,123,525,RVF-ASS-STRONG,CHOIR,SING,no,"['0', '0', '0', '0', '0', '0']",1,4.68,3.29,10.1,15.91,12.25,17.11,7.13,9.46
2,3,1,24,1,24,123,525,RVF-ASS-STRONG,CHOIR,SING,no,"['0', '0', '0', '0', '0', '0']",1,4.45,6.86,5.98,10.86,7.14,9.19,6.07,11.35
3,4,2,10,1,340,463,403,RVF-ASS-STRONG,PRODUCER,MOVIE,no,"['0', '0', '0', '0', '0', '0']",1,-5.99,-4.57,-5.23,-2.42,-4.68,-1.81,-8.37,-2.67
4,5,1,24,1,24,123,525,RVF-ASS-STRONG,CHOIR,SING,no,"['0', '0', '0', '0', '0', '0']",1,16.83,12.53,13.41,11.1,12.84,12.25,15.42,9.02
5,6,2,10,1,340,463,403,RVF-ASS-STRONG,PRODUCER,MOVIE,no,"['0', '0', '0', '0', '0', '0']",1,21.47,22.23,20.69,18.24,25.24,16.37,15.43,9.15
6,7,1,24,1,24,123,525,RVF-ASS-STRONG,CHOIR,SING,no,"['0', '0', '0', '0', '0', '0']",1,17.01,16.11,29.25,27.78,24.78,36.64,34.1,34.58
7,8,2,10,1,340,463,403,RVF-ASS-STRONG,PRODUCER,MOVIE,no,"['0', '0', '0', '0', '0', '0']",1,0,0,0,0,0,0,0,0
8,9,1,24,1,24,123,525,RVF-ASS-STRONG,CHOIR,SING,no,"['0', '0', '0', '0', '0', '0']",1,13.09,11.95,22.27,21.25,22.92,24.65,17.76,18.17
9,10,2,10,1,340,463,403,RVF-ASS-STRONG,PRODUCER,MOVIE,no,"['0', '0', '0', '0', '0', '0']",1,11.5,5.34,12.33,5.46,6.21,8.8,14.46,3.58
10,11,1,24,1,24,123,525,RVF-ASS-STRONG,CHOIR,SING,no,"['0', '0', '0', '0', '0', '0']",1,9.7,10.42,9.33,11.48,12.14,7.79,7.29,11.26
11,12,3,15,1,675,510,178,RVF-ASS-STRONG,SHADOW,DARK,no,"['0', '0', '0', '0', '0', '0']",1,7.06,6.43,5.27,10.03,8.4,10.19,3.06,3.63
12,13,4,10,1,1000,434,454,RVF-ASS-STRONG,PATROL,POLICE,no,"['0', '0', '0', '0', '0', '0']",1,-7.67,-3.64,5.64,7.38,5.77,10.41,5.57,8.72
13,14,3,15,1,675,510,178,RVF-ASS-STRONG,SHADOW,DARK,no,"['0', '0', '0', '0', '0', '0']",1,8.25,7.88,18.35,13.2,20.35,17.86,19.05,11.06
14,15,4,10,1,1000,434,454,RVF-ASS-STRONG,PATROL,POLICE,no,"['0', '0', '0', '0', '0', '0']",1,0.18,0.89,-2.65,-2.85,1.31,1.94,-2.26,-3.99
15,16,4,10,1,1000,434,454,RVF-ASS-STRONG,PATROL,POLICE,no,"['0', '0', '0', '0', '0', '0']",1,15.31,14.95,13.52,12.72,14.25,11.47,13.68,13.04
16,17,3,15,1,675,510,178,RVF-ASS-STRONG,SHADOW,DARK,no,"['0', '0', '0', '0', '0', '0', '0']",1,-14.95,-17.47,-16.4,-18.35,-19.54,-16.07,-10.02,-15.1
17,18,4,10,1,1000,434,454,RVF-ASS-STRONG,PATROL,POLICE,no,"['0', '0', '0', '0', '0', '0', '0']",1,7.11,6.84,7.69,12.71,9.35,10.69,9.63,6.45
18,19,3,15,1,675,510,178,RVF-ASS-STRONG,SHADOW,DARK,no,"['0', '0', '0', '0', '0', '0']",1,5.19,11.43,1.13,6.67,6.62,3.45,-1.11,5.23
19,20,4,10,1,1000,434,454,RVF-ASS-STRONG,PATROL,POLICE,no,"['0', '0', '0', '0', '0', '0']",1,8.59,8.46,9.19,10.71,9.63,12.2,9.02,11.52
20,21,4,10,1,1000,434,454,RVF-ASS-STRONG,PATROL,POLICE,no,"['0', '0', '0', '0', '0', '0']",1,2.88,4,10.74,11.92,7.15,16.75,16.93,13.39
21,22,2,10,1,340,463,403,RVF-ASS-STRONG,PRODUCER,MOVIE,no,"['0', '0', '0', '0', '0', '0']",1,-6.98,-8.47,-10.5,-14.34,-13.32,-10.43,-7.28,-9.25
22,23,3,15,1,675,510,178,RVF-ASS-STRONG,SHADOW,DARK,no,"['0', '0', '0', '0', '0', '0']",1,11.6,10.02,14.73,13.91,15.06,14.97,12.6,12.01
23,24,4,10,1,1000,434,454,RVF-ASS-STRONG,PATROL,POLICE,no,"['0', '0', '0', '0', '0', '0']",1,0.67,0.98,6.92,7.75,6.52,13.2,11.58,12.89
0,1,2,18,1,348,585,553,RVF-ASS-STRONG,THEFT,STEAL,no,"['0', '0', '0', '0', '0', '0']",2,14.94,12.33,14.42,8.85,13.62,12.21,15.68,5.34
1,2,1,32,1,32,459,435,RVF-ASS-STRONG,PRACTICE,PERFECT,no,"['0', '0', '0', '0', '0', '0']",2,5.26,4.54,5.77,3.99,7.2,7.05,4.83,1.82
2,3,1,32,1,32,459,435,RVF-ASS-STRONG,PRACTICE,PERFECT,no,"['0', '0', '0', '0', '0', '0']",2,-2.47,-4.57,-1.41,-4.83,-3.07,-2,-1.31,-6.73
3,4,2,18,1,348,585,553,RVF-ASS-STRONG,THEFT,STEAL,no,"['0', '0', '0', '0', '0', '0']",2,5.52,5.23,5.4,4.96,5.07,5,2.93,7.88
4,5,1,32,1,32,459,435,RVF-ASS-STRONG,PRACTICE,PERFECT,no,"['0', '0', '0', '0', '0', '0']",2,10.82,12.08,7.64,11.2,10.96,8.52,3.7,10.13
5,6,2,18,1,348,585,553,RVF-ASS-STRONG,THEFT,STEAL,no,"['0', '0', '0', '0', '0', '0']",2,7.04,2.96,7.31,2.85,3.68,2.89,5.6,0.37
6,7,1,32,1,32,459,435,RVF-ASS-STRONG,PRACTICE,PERFECT,no,"['0', '0', '0', '0', '0', '0']",2,-10.91,-11.73,-7.24,-9.34,-0.35,-5.68,-9.57,-11.86
7,8,2,18,1,348,585,553,RVF-ASS-STRONG,THEFT,STEAL,no,"['0', '0', '0', '0', '0', '0']",2,13.6,16.33,16,22.09,20.6,22.15,12.89,21.01
8,9,1,32,1,32,459,435,RVF-ASS-STRONG,PRACTICE,PERFECT,no,"['0', '0', '0', '0', '0', '0']",2,18.15,21.51,13.34,13.78,19.96,10.46,4.03,6.06
9,10,2,18,1,348,585,553,RVF-ASS-STRONG,THEFT,STEAL,no,"['0', '0', '0', '0', '0', '0']",2,8.3,7.34,3.65,0.49,4.84,0.13,3.34,0.23
10,11,1,32,1,32,459,435,RVF-ASS-STRONG,PRACTICE,PERFECT,no,"['0', '0', '0', '0', '0', '0']",2,6.55,7.76,6,11.27,8.77,6.89,1.82,7.27
11,12,3,24,1,684,230,658,RVF-ASS-STRONG,ESSAY,WRITE,no,"['0', '0', '0', '0', '0', '0']",2,-1.82,-7.35,3.14,-7.02,-4.78,-2.79,4.88,-2.04
12,13,4,16,1,1006,97,142,RVF-ASS-STRONG,CAFE,COFFEE,no,"['0', '0', '0', '0', '0', '0']",2,19.72,19.04,12.86,12.63,15.91,11.82,11.62,12.59
13,14,3,24,1,684,230,658,RVF-ASS-STRONG,ESSAY,WRITE,no,"['0', '0', '0', '0', '0', '0']",2,7.57,8.73,7.93,8.23,11.26,7.25,7.01,4.92
14,15,4,16,1,1006,97,142,RVF-ASS-STRONG,CAFE,COFFEE,no,"['0', '0', '0', '0', '0', '0', '0']",2,0,0,0,0,0,0,0,0
15,16,4,16,1,1006,97,142,RVF-ASS-STRONG,CAFE,COFFEE,no,"['0', '0', '0', '0', '0', '0', '0', '0']",2,-9.47,-11.57,-0.31,-3.89,-8.31,1.66,4.04,1.63
16,17,3,24,1,684,230,658,RVF-ASS-STRONG,ESSAY,WRITE,no,"['0', '0', '0', '0', '0', '0', '0']",2,11.07,14.9,10.11,9.3,13.76,11.56,7.36,7.37
17,18,4,16,1,1006,97,142,RVF-ASS-STRONG,CAFE,COFFEE,no,"['0', '0', '0', '0', '0', '0']",2,14.47,14.54,17.27,21.1,16.39,21.47,19.06,22.9
18,19,3,24,1,684,230,658,RVF-ASS-STRONG,ESSAY,WRITE,no,"['0', '0', '0', '0', '0', '0']",2,11.02,13.38,10.32,10.13,11.52,11.01,5.6,8.93
19,20,4,16,1,1006,97,142,RVF-ASS-STRONG,CAFE,COFFEE,no,"['0', '0', '0', '0', '0', '0']",2,-1.1,-3.15,-4.8,-2.29,-5.03,-5.7,-3.74,-2.4
20,21,4,16,1,1006,97,142,RVF-ASS-STRONG,CAFE,COFFEE,no,"['0', '0', '0', '0', '0', '0']",2,6.07,6.03,10.07,10.6,5.82,13.52,17,13.17
21,22,2,18,1,348,585,553,RVF-ASS-STRONG,THEFT,STEAL,no,"['0', '0', '0', '0', '0', '0']",2,33.15,31.52,24.43,25.29,29.76,23.53,16.23,16.97
22,23,3,24,1,684,230,658,RVF-ASS-STRONG,ESSAY,WRITE,no,"['0', '0', '0', '0', '0', '0']",2,1.54,3.54,-0.25,0.72,0.27,0.46,-0.81,-0.4
23,24,4,16,1,1006,97,142,RVF-ASS-STRONG,CAFE,COFFEE,no,"['0', '0', '0', '0', '0', '0']",2,2.63,1.02,5.57,1.79,3.74,6.18,6.77,-0.24
0,1,2,30,1,360,316,248,RVF-ASS-STRONG,HOOK,FISH,no,"['0', '0', '0', '0', '0', '0']",3,-7.68,-3.94,-3.16,-2.04,-3.12,-0.42,-0.84,-0.35
1,2,1,37,1,37,577,35,RVF-ASS-STRONG,TELLER,BANK,no,"['0', '0', '0', '0', '0', '0']",3,0,0,0,0,0,0,0,0
2,3,1,37,1,37,577,35,RVF-ASS-STRONG,TELLER,BANK,no,"['0', '0', '0', '0', '0', '0']",3,9.06,9.2,4.63,4.41,4.78,5.07,5.14,4.29
3,4,2,30,1,360,316,248,RVF-ASS-STRONG,HOOK,FISH,no,"['0', '0', '0', '0', '0', '0']",3,1.79,4.76,1.84,6.66,4.93,5.88,1.43,7.3
4,5,1,37,1,37,577,35,RVF-ASS-STRONG,TELLER,BANK,no,"['0', '0', '0', '0', '0', '0']",3,8.96,10.58,12.29,13.56,13.16,14.65,13.44,11.75
5,6,2,30,1,360,316,248,RVF-ASS-STRONG,HOOK,FISH,no,"['0', '0', '0', '0', '0', '0']",3,0,0,0,0,0,0,0,0
6,7,1,37,1,37,577,35,RVF-ASS-STRONG,TELLER,BANK,no,"['0', '0', '0', '0', '0', '0']",3,17.7,16.33,25.61,21.51,21.71,28.78,23.61,22.08
7,8,2,30,1,360,316,248,RVF-ASS-STRONG,HOOK,FISH,no,"['0', '0', '0', '0', '0', '0']",3,0,0,0,0,0,0,0,0
8,9,1,37,1,37,577,35,RVF-ASS-STRONG,TELLER,BANK,no,"['0', '0', '0', '0', '0', '0']",3,-8.36,-4.72,3.63,8.77,4.17,11.9,4,11.44
9,10,2,30,1,360,316,248,RVF-ASS-STRONG,HOOK,FISH,no,"['0', '0', '0', '0', '0', '0']",3,-2.05,0.71,2.99,2.55,-1.05,1.43,5.35,4.43
10,11,1,37,1,37,577,35,RVF-ASS-STRONG,TELLER,BANK,no,"['0', '0', '0', '0', '0', '0']",3,16,19.62,18.27,21.61,22.32,21.41,10.7,19.4
11,12,3,46,1,706,263,262,RVF-ASS-STRONG,FORGIVE,FORGET,no,"['0', '0', '0', '0', '0', '0']",3,11.33,11.45,9.91,8.2,10.08,7.75,5.44,7.91
12,13,4,22,1,1012,64,222,RVF-ASS-STRONG,BOILED,EGGS,no,"['0', '0', '0', '0', '0', '0']",3,-11.63,-11.02,-3.14,-4.48,-4.54,2.8,-4,-4.6
13,14,3,46,1,706,263,262,RVF-ASS-STRONG,FORGIVE,FORGET,no,"['0', '0', '0', '0', '0', '0']",3,8.69,13.1,12.83,14.23,18.34,18.35,11.74,11.57
14,15,4,22,1,1012,64,222,RVF-ASS-STRONG,BOILED,EGGS,no,"['0', '0', '0', '0', '0', '0']",3,-17.58,-5.97,-9.37,1.77,-7.69,-1.9,-2.99,5.11
15,16,4,22,1,1012,64,222,RVF-ASS-STRONG,BOILED,EGGS,no,"['0', '0', '0', '0', '0', '0', '0', '0']",3,2.65,7.46,1.1,12.09,10.68,4.08,0.3,13.31
16,17,3,46,1,706,263,262,RVF-ASS-STRONG,FORGIVE,FORGET,no,"['0', '0', '0', '0', '0', '0']",3,23.22,19.01,15.7,14.1,19.41,14.85,16.2,7.97
17,18,4,22,1,1012,64,222,RVF-ASS-STRONG,BOILED,EGGS,no,"['0', '0', '0', '0', '0', '0']",3,21.18,19.29,17.46,16.38,20.6,18,14.19,15.77
18,19,3,46,1,706,263,262,RVF-ASS-STRONG,FORGIVE,FORGET,no,"['0', '0', '0', '0', '0', '0']",3,8.2,11.51,10.82,13.19,12.31,9.75,8.66,10.56
19,20,4,22,1,1012,64,222,RVF-ASS-STRONG,BOILED,EGGS,no,"['0', '0', '0', '0', '0', '0']",3,12.41,15.14,16.97,16.8,17.56,20.01,18.51,16.22
20,21,4,22,1,1012,64,222,RVF-ASS-STRONG,BOILED,EGGS,no,"['0', '0', '0', '0', '0', '0']",3,10.54,9.03,9.38,9.42,9.68,9.73,10.35,8.53
21,22,2,30,1,360,316,248,RVF-ASS-STRONG,HOOK,FISH,no,"['0', '0', '0', '0', '0', '0']",3,0.09,-2.04,-6.6,-7.54,-4.26,-6.42,-7.42,-9.29
22,23,3,46,1,706,263,262,RVF-ASS-STRONG,FORGIVE,FORGET,no,"['0', '0', '0', '0', '0', '0']",3,0,0,0,0,0,0,0,0
23,24,4,22,1,1012,64,222,RVF-ASS-STRONG,BOILED,EGGS,no,"['0', '0', '0', '0', '0', '0']",3,17.53,18.94,24.78,24.42,24.06,28.28,27.66,23.29
0,1,2,39,1,369,434,454,RVF-ASS-STRONG,PATROL,POLICE,no,"['0', '0', '0', '0', '0', '0']",4,3.52,6.94,0.82,0.61,2.54,0.27,0.65,1.37
1,2,1,42,1,42,281,283,RVF-ASS-STRONG,GOING,GONE,no,"['0', '0', '0', '0', '0', '0']",4,12.63,9.29,10.84,7.77,11.92,6.4,8.66,1.72
2,3,1,42,1,42,281,283,RVF-ASS-STRONG,GOING,GONE,no,"['0', '0', '0', '0', '0', '0']",4,0,0,0,0,0,0,0,0
3,4,2,39,1,369,434,454,RVF-ASS-STRONG,PATROL,POLICE,no,"['0', '0', '0', '0', '0', '0']",4,6.97,5.62,10.76,11.69,10.17,13.15,7.61,14.14
4,5,1,42,1,42,281,283,RVF-ASS-STRONG,GOING,GONE,no,"['0', '0', '0', '0', '0', '0']",4,14.79,16.47,11.42,11.59,14.77,11.47,5.46,8.25
5,6,2,39,1,369,434,454,RVF-ASS-STRONG,PATROL,POLICE,no,"['0', '0', '0', '0', '0', '0']",4,0,0,0,0,0,0,0,0
6,7,1,42,1,42,281,283,RVF-ASS-STRONG,GOING,GONE,no,"['0', '0', '0', '0', '0', '0']",4,-12.29,-4.18,-4.98,-0.61,-2.6,0.96,-4.67,-0.95
7,8,2,39,1,369,434,454,RVF-ASS-STRONG,PATROL,POLICE,no,"['0', '0', '0', '0', '0', '0']",4,3.3,7.13,3.26,4.72,3.45,3.88,3.3,5.75
8,9,1,42,1,42,281,283,RVF-ASS-STRONG,GOING,GONE,no,"['0', '0', '0', '0', '0', '0']",4,48.84,46.73,43.34,40.06,49,40.41,32.28,27.17
9,10,2,39,1,369,434,454,RVF-ASS-STRONG,PATROL,POLICE,no,"['0', '0', '0', '0', '0', '0']",4,14.83,14.02,13.3,10.31,16.02,14.46,11.13,10.48
10,11,1,42,1,42,281,283,RVF-ASS-STRONG,GOING,GONE,no,"['0', '0', '0', '0', '0', '0']",4,11.41,14.18,14.66,15.99,16.8,18.21,9.81,16.76
11,12,3,52,1,712,48,280,RVF-ASS-STRONG,BIBLE,GOD,no,"['0', '0', '0', '0', '0', '0']",4,0,0,0,0,0,0,0,0
12,13,4,32,1,1022,440,529,RVF-ASS-STRONG,PILLOW,SLEEP,no,"['0', '0', '0', '0', '0', '0']",4,2.63,-0.66,5.25,0.75,2.54,5.43,12.21,1.9
13,14,3,52,1,712,48,280,RVF-ASS-STRONG,BIBLE,GOD,no,"['0', '0', '0', '0', '0', '0']",4,0,0,0,0,0,0,0,0
14,15,4,32,1,1022,440,529,RVF-ASS-STRONG,PILLOW,SLEEP,no,"['0', '0', '0', '0', '0', '0']",4,0,0,0,0,0,0,0,0
15,16,4,32,1,1022,440,529,RVF-ASS-STRONG,PILLOW,SLEEP,no,"['0', '0', '0', '0', '0', '0', '0']",4,4.33,2.8,7.75,5.27,7.88,9.54,8.02,7.67
16,17,3,52,1,712,48,280,RVF-ASS-STRONG,BIBLE,GOD,no,"['0', '0', '0', '0', '0', '0']",4,-3.78,-3.28,7.56,6.95,3.02,10.7,10.16,10.67
17,18,4,32,1,1022,440,529,RVF-ASS-STRONG,PILLOW,SLEEP,no,"['0', '0', '0', '0', '0', '0']",4,16.78,16.08,19.33,22.11,23.65,22.38,15.72,17.95
18,19,3,52,1,712,48,280,RVF-ASS-STRONG,BIBLE,GOD,no,"['0', '0', '0', '0', '0', '0']",4,-1.27,2.5,-4.47,4.16,-1.93,-1.84,-7.27,0.79
19,20,4,32,1,1022,440,529,RVF-ASS-STRONG,PILLOW,SLEEP,no,"['0', '0', '0', '0', '0', '0']",4,-0.19,-0.33,-3.11,-2.2,-2.36,-6.2,-1.75,-1.49
20,21,4,32,1,1022,440,529,RVF-ASS-STRONG,PILLOW,SLEEP,no,"['0', '0', '0', '0', '0', '0']",4,22.54,17.21,19.32,16.54,15.73,16.11,20.36,18.85
21,22,2,39,1,369,434,454,RVF-ASS-STRONG,PATROL,POLICE,no,"['0', '0', '0', '0', '0', '0']",4,-6.83,-4.66,1.74,4.35,-3.63,9.33,7.17,10.03
22,23,3,52,1,712,48,280,RVF-ASS-STRONG,BIBLE,GOD,no,"['0', '0', '0', '0', '0', '0']",4,10.65,11.82,13.2,13.69,12.84,15.73,11.36,11.47
23,24,4,32,1,1022,440,529,RVF-ASS-STRONG,PILLOW,SLEEP,no,"['0', '0', '0', '0', '0', '0']",4,-2.04,3.67,5.19,14.07,3.78,11.89,9.56,14.62
0,1,2,52,1,382,455,514,RVF-ASS-STRONG,POLISH,SHINE,no,"['0', '0', '0', '0', '0', '0']",5,-0.06,-0.62,10.39,13.43,6.13,20.06,15.71,17.86
1,2,1,65,1,65,94,378,RVF-ASS-STRONG,BUTCHER,MEAT,no,"['0', '0', '0', '0', '0', '0']",5,8.96,11.43,11.01,13.4,9.97,13.42,10.86,11.36
2,3,1,65,1,65,94,378,RVF-ASS-STRONG,BUTCHER,MEAT,no,"['0', '0', '0', '0', '0', '0']",5,4.2,1.88,0.19,-5.16,-0.33,-2.69,0.37,-9.51
3,4,2,52,1,382,455,514,RVF-ASS-STRONG,POLISH,SHINE,no,"['0', '0', '0', '0', '0', '0']",5,0,0,0,0,0,0,0,0
4,5,1,65,1,65,94,378,RVF-ASS-STRONG,BUTCHER,MEAT,no,"['0', '0', '0', '0', '0', '0']",5,15.41,17.58,15.56,17.13,19.98,15.37,13.63,14.35
5,6,2,52,1,382,455,514,RVF-ASS-STRONG,POLISH,SHINE,no,"['0', '0', '0', '0', '0', '0']",5,6.07,3.26,11.07,5.78,8.57,12.66,13.36,3.7
6,7,1,65,1,65,94,378,RVF-ASS-STRONG,BUTCHER,MEAT,no,"['0', '0', '0', '0', '0', '0']",5,0,0,0,0,0,0,0,0
7,8,2,52,1,382,455,514,RVF-ASS-STRONG,POLISH,SHINE,no,"['0', '0', '0', '0', '0', '0']",5,11.91,18.27,8.54,16.86,15.13,14.58,4.92,15.5
8,9,1,65,1,65,94,378,RVF-ASS-STRONG,BUTCHER,MEAT,no,"['0', '0', '0', '0', '0', '0']",5,23.2,18.24,31.38,23.35,25.03,27.55,32.85,18.38
9,10,2,52,1,382,455,514,RVF-ASS-STRONG,POLISH,SHINE,no,"['0', '0', '0', '0', '0', '0']",5,-4.96,-7.39,-2.93,-3.57,-3.86,-3.96,0.07,-4.42
10,11,1,65,1,65,94,378,RVF-ASS-STRONG,BUTCHER,MEAT,no,"['0', '0', '0', '0', '0', '0']",5,-9.6,-10.35,-7.12,-2.72,-5.14,0.67,-3.46,-0.91
11,12,3,53,1,713,577,35,RVF-ASS-STRONG,TELLER,BANK,no,"['0', '0', '0', '0', '0', '0']",5,17.98,16.67,19.59,22.19,19.08,25.48,15.24,17.09
12,13,4,70,1,1060,472,337,RVF-ASS-STRONG,RABBI,JEWISH,no,"['0', '0', '0', '0', '0', '0']",5,19.88,16.76,9.62,6.04,10.52,3.42,9.26,2.42
13,14,3,53,1,713,577,35,RVF-ASS-STRONG,TELLER,BANK,no,"['0', '0', '0', '0', '0', '0']",5,16.35,15.88,17.71,18.94,13.32,13.94,20.85,20.79
14,15,4,70,1,1060,472,337,RVF-ASS-STRONG,RABBI,JEWISH,no,"['0', '0', '0', '0', '0', '0']",5,0,0,0,0,0,0,0,0
15,16,4,70,1,1060,472,337,RVF-ASS-STRONG,RABBI,JEWISH,no,"['0', '0', '0', '0', '0', '0', '0']",5,6.52,-6.91,1.4,-7.83,0.35,-4.3,-0.86,-13.41
16,17,3,53,1,713,577,35,RVF-ASS-STRONG,TELLER,BANK,no,"['0', '0', '0', '0', '0', '0']",5,-9.7,-9.71,-10.64,-9.58,-11.26,-6.34,-3.52,-7.16
17,18,4,70,1,1060,472,337,RVF-ASS-STRONG,RABBI,JEWISH,no,"['0', '0', '0', '0', '0', '0', '0']",5,-5.99,-6.28,-4.86,-0.31,-1.47,1.58,-2.22,5.41
18,19,3,53,1,713,577,35,RVF-ASS-STRONG,TELLER,BANK,no,"['0', '0', '0', '0', '0', '0']",5,8.65,7,6.69,2.97,7.37,8.1,2.59,2.39
19,20,4,70,1,1060,472,337,RVF-ASS-STRONG,RABBI,JEWISH,no,"['0', '0', '0', '0', '0', '0']",5,0,0,0,0,0,0,0,0
20,21,4,70,1,1060,472,337,RVF-ASS-STRONG,RABBI,JEWISH,no,"['0', '0', '0', '0', '0', '0']",5,18.67,18.01,21.74,23.28,23.13,24.89,22.19,24.18
21,22,2,52,1,382,455,514,RVF-ASS-STRONG,POLISH,SHINE,no,"['0', '0', '0', '0', '0', '0']",5,7.13,7.1,-0.91,-1.99,0.07,-6.43,-1.17,-5.58
22,23,3,53,1,713,577,35,RVF-ASS-STRONG,TELLER,BANK,no,"['0', '0', '0', '0', '0', '0']",5,15.23,14.46,19.1,19.31,18.6,24.71,20.12,20.16
23,24,4,70,1,1060,472,337,RVF-ASS-STRONG,RABBI,JEWISH,no,"['0', '0', '0', '0', '0', '0']",5,-5.72,-3.49,5.54,4.23,3.72,13.61,5.44,7.1
0,1,2,63,1,393,627,253,RVF-ASS-STRONG,VASE,FLOWER,no,"['0', '0', '0', '0', '0', '0']",6,-4.49,-5.22,-3.07,-6.97,-8.62,-7.11,-1.33,-3.06
1,2,1,81,1,81,510,178,RVF-ASS-STRONG,SHADOW,DARK,no,"['0', '0', '0', '0', '0', '0']",6,9.84,12.72,9.05,16.49,12.68,14.43,5.62,8.94
2,3,1,81,1,81,510,178,RVF-ASS-STRONG,SHADOW,DARK,no,"['0', '0', '0', '0', '0', '0']",6,-16.53,-18.34,-16.9,-18.36,-17.41,-17.97,-14.5,-19.36
3,4,2,63,1,393,627,253,RVF-ASS-STRONG,VASE,FLOWER,no,"['0', '0', '0', '0', '0', '0']",6,-4.09,-7.05,-3.24,-6.1,-4.05,-5.08,-1.63,-4.26
4,5,1,81,1,81,510,178,RVF-ASS-STRONG,SHADOW,DARK,no,"['0', '0', '0', '0', '0', '0']",6,3.73,-0.13,-0.8,-3.29,-2.48,-2.25,0.31,-6.53
5,6,2,63,1,393,627,253,RVF-ASS-STRONG,VASE,FLOWER,no,"['0', '0', '0', '0', '0', '0']",6,0,0,0,0,0,0,0,0
6,7,1,81,1,81,510,178,RVF-ASS-STRONG,SHADOW,DARK,no,"['0', '0', '0', '0', '0', '0']",6,18.09,17.7,20.2,17.61,24.06,23.08,18.79,15.94
7,8,2,63,1,393,627,253,RVF-ASS-STRONG,VASE,FLOWER,no,"['0', '0', '0', '0', '0', '0']",6,-5.24,-5.95,0.27,-0.21,0.6,3.82,-3,-0.28
8,9,1,81,1,81,510,178,RVF-ASS-STRONG,SHADOW,DARK,no,"['0', '0', '0', '0', '0', '0']",6,11.68,13.21,17.03,20.08,19.32,19.66,15.46,19.44
9,10,2,63,1,393,627,253,RVF-ASS-STRONG,VASE,FLOWER,no,"['0', '0', '0', '0', '0', '0']",6,-12.35,-13.36,-7.99,-10.1,-11.41,-5.62,-6.62,-7.26
10,11,1,81,1,81,510,178,RVF-ASS-STRONG,SHADOW,DARK,no,"['0', '0', '0', '0', '0', '0']",6,2.76,4.33,9.31,7.48,8.6,8.08,7.59,8.72
11,12,3,60,1,720,647,457,RVF-ASS-STRONG,WELFARE,POOR,no,"['0', '0', '0', '0', '0', '0']",6,6.53,5.1,-1.07,10.48,5.99,6.91,-1.42,7.3
12,13,4,83,1,1073,628,538,RVF-ASS-STRONG,VELVET,SOFT,no,"['0', '0', '0', '0', '0', '0']",6,7.98,0,3.89,-1.43,1.43,3.9,4.8,1.76
13,14,3,60,1,720,647,457,RVF-ASS-STRONG,WELFARE,POOR,no,"['0', '0', '0', '0', '0', '0']",6,6.14,5.42,13.43,10.78,12.38,17.24,15.91,12.96
14,15,4,83,1,1073,628,538,RVF-ASS-STRONG,VELVET,SOFT,no,"['0', '0', '0', '0', '0', '0']",6,-5.75,1.25,4.21,3.46,-2.08,0.04,4,6.01
15,16,4,83,1,1073,628,538,RVF-ASS-STRONG,VELVET,SOFT,no,"['0', '0', '0', '0', '0', '0']",6,-6.49,-9.37,1.76,1.68,-6.67,3.44,9.04,9.17
16,17,3,60,1,720,647,457,RVF-ASS-STRONG,WELFARE,POOR,no,"['0', '0', '0', '0', '0', '0']",6,24.98,20.44,12.38,10.19,17.35,7.37,7.46,5.26
17,18,4,83,1,1073,628,538,RVF-ASS-STRONG,VELVET,SOFT,no,"['0', '0', '0', '0', '0', '0']",6,-6.15,1.81,-2.46,3.36,-0.6,5,2.51,6.03
18,19,3,60,1,720,647,457,RVF-ASS-STRONG,WELFARE,POOR,no,"['0', '0', '0', '0', '0', '0']",6,0,0,0,0,0,0,0,0
19,20,4,83,1,1073,628,538,RVF-ASS-STRONG,VELVET,SOFT,no,"['0', '0', '0', '0', '0', '0']",6,0.64,3.51,5.34,6.48,7.22,11.45,4.77,5.3
20,21,4,83,1,1073,628,538,RVF-ASS-STRONG,VELVET,SOFT,no,"['0', '0', '0', '0', '0', '0']",6,6.5,9.68,-0.05,1.53,7.43,-4.03,-6.82,-5.04
21,22,2,63,1,393,627,253,RVF-ASS-STRONG,VASE,FLOWER,no,"['0', '0', '0', '0', '0', '0']",6,15.25,16.95,23.78,22.24,26.54,30.26,20.24,20.01
22,23,3,60,1,720,647,457,RVF-ASS-STRONG,WELFARE,POOR,no,"['0', '0', '0', '0', '0', '0']",6,-4.38,-7.32,-6.72,-7.54,-7.51,-5.56,-4.21,-7.95
23,24,4,83,1,1073,628,538,RVF-ASS-STRONG,VELVET,SOFT,no,"['0', '0', '0', '0', '0', '0']",6,2.88,6.77,10.76,14,12.76,15.23,10.13,13.5
0,1,2,74,1,404,479,17,RVF-ASS-STRONG,RECRUIT,ARMY,no,"['0', '0', '0', '0', '0', '0']",7,-11.08,-7.94,-2.82,1.56,-4.49,3.26,0.59,4.98
