,participant,list,trial_order_participant,counterbalance,pair_order_id,prime_word_id,target_word_id,target_condition,prime,target,flag_40,all_prime_target_flags,bin_num,16,17,20,21,24,25,28,29,30
7,8,2,326,3,656,203,43,RVF-ASS-UNREL,DOGMA,BEAT,no,"['0', '0', '0', '0', '0', '0']",145,12.18,9.75,15.82,10.87,8.61,4.53,8.03,5.89,4.64
8,9,1,330,3,330,68,436,RVF-ASS-UNREL,BOOTED,PERIOD,no,"['0', '0', '0', '0', '0', '0', '0', '0']",145,22.48,15.73,25.77,23.31,18.16,12.49,19.93,18.63,13.44
9,10,2,5,1,335,159,189,LVF-ASS-UNREL,COST,DIGS,no,"['0', '0', '0', '0', '0', '0']",145,0,0,0,0,0,0,0,0,0
10,11,1,330,3,330,68,436,RVF-ASS-UNREL,BOOTED,PERIOD,no,"['0', '0', '0', '0', '0', '0', '0']",145,-0.4,3.2,3.38,6.38,5.97,3.79,8.95,8.61,10.14
11,12,3,54,1,714,154,594,LVF-ASS-UNREL,CONVENT,TONE,no,"['0', '0', '0', '0', '0', '0']",145,26.3,21.99,27.14,25.35,26.22,18.68,20.5,16.85,6.2
12,13,4,329,3,1319,564,469,RVF-ASS-UNREL,STROKE,PURPOSE,no,"['0', '0', '0', '0', '0', '0']",145,10.15,10.46,6.33,8.41,8.46,9.67,7.38,8.83,3.59
13,14,3,5,1,665,158,146,LVF-ASS-UNREL,CORRIDOR,COMEDY,no,"['0', '0', '0', '0', '0', '0']",145,2.15,6.31,-0.26,10.2,6.31,9.43,4.72,8.84,2.88
14,15,4,6,1,996,470,369,LVF-ASS-UNREL,PUZZLE,LOCAL,no,"['0', '0', '0', '0', '0', '0']",145,-11.69,-9.01,-8.89,-9.11,-4.15,-5.45,-6.46,-4.48,-6.74
15,16,4,6,1,996,470,369,LVF-ASS-UNREL,PUZZLE,LOCAL,no,"['0', '0', '0', '0', '0', '0']",145,0,0,0,0,0,0,0,0,0
16,17,3,327,3,987,166,381,RVF-ASS-UNREL,CRAFT,MEMORY,no,"['0', '0', '0', '0', '0', '0']",145,0,0,0,0,0,0,0,0,0
17,18,4,6,1,996,470,369,LVF-ASS-UNREL,PUZZLE,LOCAL,no,"['0', '0', '0', '0', '0', '0', '0']",145,1.07,-1.88,-1.08,4.89,6.1,5.92,8.07,5.27,2.95
18,19,3,327,3,987,166,381,RVF-ASS-UNREL,CRAFT,MEMORY,no,"['0', '0', '0', '0', '0', '0']",145,7.83,3.83,10.91,2.7,3.84,1.3,-5.05,-6.48,-9.75
19,20,4,329,3,1319,564,469,RVF-ASS-UNREL,STROKE,PURPOSE,no,"['0', '0', '0', '0', '0', '0']",145,-1.41,2.35,2.03,4.17,-0.47,4.18,2.2,6.11,6.16
20,21,4,329,3,1319,564,469,RVF-ASS-UNREL,STROKE,PURPOSE,no,"['0', '0', '0', '0', '0', '0']",145,-6,-3.88,-9.7,-5.44,-3.66,2.92,-5.13,-1.6,-4.26
21,22,2,326,3,656,203,43,RVF-ASS-UNREL,DOGMA,BEAT,no,"['0', '0', '0', '0', '0', '0']",145,0,0,0,0,0,0,0,0,0
22,23,3,5,1,665,158,146,LVF-ASS-UNREL,CORRIDOR,COMEDY,no,"['0', '0', '0', '0', '0', '0']",145,-2.32,-4.33,-3.66,-0.34,0.15,-3.56,2.22,3.51,3.79
23,24,4,329,3,1319,564,469,RVF-ASS-UNREL,STROKE,PURPOSE,no,"['0', '0', '0', '0', '0', '0']",145,11.43,8.31,14.9,7.15,9.25,8.22,6.21,6.62,1.54
0,1,2,5,1,335,159,189,LVF-ASS-UNREL,COST,DIGS,no,"['0', '0', '0', '0', '0', '0']",146,-13.12,-10.57,-12.28,-12.74,-9.51,-8.07,-10.07,-11.62,-14.01
1,2,1,3,1,3,336,331,LVF-ASS-UNREL,JEANS,INITIAL,no,"['0', '0', '0', '0', '0', '0']",146,19.71,21.32,19.67,18.77,14.9,20.96,13.41,15.7,8.79
2,3,1,3,1,3,336,331,LVF-ASS-UNREL,JEANS,INITIAL,no,"['0', '0', '0', '0', '0', '0']",146,0,0,0,0,0,0,0,0,0
3,4,2,5,1,335,159,189,LVF-ASS-UNREL,COST,DIGS,no,"['0', '0', '0', '0', '0', '0']",146,9.79,12.16,13.29,9.78,6.54,9.09,9.59,7.77,3.96
4,5,1,3,1,3,336,331,LVF-ASS-UNREL,JEANS,INITIAL,no,"['0', '0', '0', '0', '0', '0']",146,4.4,3.16,4.52,4.62,3.02,3.8,1.45,6.82,2.36
5,6,2,5,1,335,159,189,LVF-ASS-UNREL,COST,DIGS,no,"['0', '0', '0', '0', '0', '0']",146,28.19,20.47,29.72,26.96,26.66,14.95,25.89,21.33,18.33
6,7,1,3,1,3,336,331,LVF-ASS-UNREL,JEANS,INITIAL,no,"['0', '0', '0', '0', '0', '0']",146,36.39,33.6,38.15,37.64,30.07,26.34,28,25.05,5.77
7,8,2,5,1,335,159,189,LVF-ASS-UNREL,COST,DIGS,no,"['0', '0', '0', '0', '0', '0']",146,5.93,13.16,15.65,8.64,0.94,4.13,4.14,3.91,-1.29
8,9,1,3,1,3,336,331,LVF-ASS-UNREL,JEANS,INITIAL,no,"['0', '0', '0', '0', '0', '0']",146,14.46,8.88,13.53,11.62,8.03,7.61,8.3,5.76,5.31
9,10,2,22,1,352,349,398,LVF-ASS-UNREL,LABEL,MOPS,no,"['0', '0', '0', '0', '0', '0']",146,0,0,0,0,0,0,0,0,0
10,11,1,3,1,3,336,331,LVF-ASS-UNREL,JEANS,INITIAL,no,"['0', '0', '0', '0', '0', '0']",146,13.24,13.39,14.32,15.1,11.77,10,10.91,10.24,7.24
11,12,3,61,1,721,184,452,LVF-ASS-UNREL,DESERT,POISE,no,"['0', '0', '0', '0', '0', '0']",146,7.85,3.41,7.87,6.93,10.44,0.37,3.88,-1.12,-0.26
12,13,4,6,1,996,470,369,LVF-ASS-UNREL,PUZZLE,LOCAL,no,"['0', '0', '0', '0', '0', '0']",146,-0.18,0.4,2.09,-0.65,-4.94,-3.34,-4.5,-2.57,-2.49
13,14,3,8,1,668,258,300,LVF-ASS-UNREL,FOAM,HAPPY,no,"['0', '0', '0', '0', '0', '0']",146,0,0,0,0,0,0,0,0,0
14,15,4,13,1,1003,545,27,LVF-ASS-UNREL,SPEAR,BAD,no,"['0', '0', '0', '0', '0', '0', '0']",146,-18.42,-19.6,-21.51,-20.44,-18.33,-16.72,-23.39,-20.25,-15.79
15,16,4,13,1,1003,545,27,LVF-ASS-UNREL,SPEAR,BAD,no,"['0', '0', '0', '0', '0', '0', '0']",146,7.82,1.34,7.43,6.35,10.56,-1.77,6.68,-9.4,-2.68
16,17,3,5,1,665,158,146,LVF-ASS-UNREL,CORRIDOR,COMEDY,no,"['0', '0', '0', '0', '0', '0']",146,-13.19,-12.72,-10.9,-11.36,-10.31,-15.02,-12.27,-16.56,-10.39
17,18,4,13,1,1003,545,27,LVF-ASS-UNREL,SPEAR,BAD,no,"['0', '0', '0', '0', '0', '0']",146,5.73,4.02,7.4,-3.22,4.15,-5.62,-6.77,-6.26,-11.53
18,19,3,5,1,665,158,146,LVF-ASS-UNREL,CORRIDOR,COMEDY,no,"['0', '0', '0', '0', '0', '0']",146,-8.03,-11.45,-5.87,-11.74,-12.08,-17.36,-11.26,-14.33,-9.1
19,20,4,6,1,996,470,369,LVF-ASS-UNREL,PUZZLE,LOCAL,no,"['0', '0', '0', '0', '0', '0']",146,-4.82,-4.56,-3.66,1.42,-4.5,-4.62,-1.99,-0.86,-2.28
20,21,4,6,1,996,470,369,LVF-ASS-UNREL,PUZZLE,LOCAL,no,"['0', '0', '0', '0', '0', '0']",146,-16.28,-12.74,-15.23,-14.02,-11.67,-9.07,-10.69,-9.86,-4.67
21,22,2,5,1,335,159,189,LVF-ASS-UNREL,COST,DIGS,no,"['0', '0', '0', '0', '0', '0']",146,16.11,0.02,16.73,12.35,8.35,10.25,8.96,9.52,-2.2
22,23,3,8,1,668,258,300,LVF-ASS-UNREL,FOAM,HAPPY,no,"['0', '0', '0', '0', '0', '0']",146,0,0,0,0,0,0,0,0,0
23,24,4,6,1,996,470,369,LVF-ASS-UNREL,PUZZLE,LOCAL,no,"['0', '0', '0', '0', '0', '0']",146,-9.62,-16.83,-13.48,-12.46,-1.38,-12.08,-4.64,-11.04,-7.8
0,1,2,22,1,352,349,398,LVF-ASS-UNREL,LABEL,MOPS,no,"['0', '0', '0', '0', '0', '0']",147,-0.14,1.49,-4.42,4.55,4.51,6.96,8.86,9.68,7.41
1,2,1,41,1,41,256,448,LVF-ASS-UNREL,FLUX,PLOT,no,"['0', '0', '0', '0', '0', '0']",147,5.26,-2.4,3.85,-5.8,5.27,-6.52,-4.8,-10.65,-8.5
2,3,1,41,1,41,256,448,LVF-ASS-UNREL,FLUX,PLOT,no,"['0', '0', '0', '0', '0', '0']",147,17.61,13.27,16.45,14.34,18,7.65,13.49,8.35,6.4
3,4,2,22,1,352,349,398,LVF-ASS-UNREL,LABEL,MOPS,no,"['0', '0', '0', '0', '0', '0']",147,8.77,9.84,8.31,9.65,7.76,10.28,6.73,10.2,4.47
4,5,1,41,1,41,256,448,LVF-ASS-UNREL,FLUX,PLOT,no,"['0', '0', '0', '0', '0', '0']",147,5.27,1.47,3.1,5.1,4.13,-0.2,2.25,3.13,3.24
5,6,2,22,1,352,349,398,LVF-ASS-UNREL,LABEL,MOPS,no,"['0', '0', '0', '0', '0', '0']",147,21.21,21.5,26.75,21.8,16.47,16.68,19.14,18.45,13.06
6,7,1,41,1,41,256,448,LVF-ASS-UNREL,FLUX,PLOT,no,"['0', '0', '0', '0', '0', '0']",147,29.95,31.11,34.26,27.96,21.69,24.7,16.91,17.67,0.84
7,8,2,22,1,352,349,398,LVF-ASS-UNREL,LABEL,MOPS,no,"['0', '0', '0', '0', '0', '0']",147,1.18,5.64,6.39,6.26,-2.32,2.14,1.09,5.42,1.73
8,9,1,41,1,41,256,448,LVF-ASS-UNREL,FLUX,PLOT,no,"['0', '0', '0', '0', '0', '0']",147,0,0,0,0,0,0,0,0,0
9,10,2,27,1,357,406,596,LVF-ASS-UNREL,MUSE,TOOL,no,"['0', '0', '0', '0', '0', '0']",147,-7.45,-6.12,-14.99,-8.42,-2.58,-4.44,-1.73,-3.37,-1.25
10,11,1,41,1,41,256,448,LVF-ASS-UNREL,FLUX,PLOT,no,"['0', '0', '0', '0', '0', '0']",147,1.55,-0.45,1.84,5.78,10.35,-1.42,7.48,3.52,6.86
11,12,3,64,1,724,519,508,LVF-ASS-UNREL,SHORE,SENSE,no,"['0', '0', '0', '0', '0', '0']",147,10.9,12.42,14.23,11.12,5.81,3.95,4.82,4.42,-2.62
12,13,4,13,1,1003,545,27,LVF-ASS-UNREL,SPEAR,BAD,no,"['0', '0', '0', '0', '0', '0']",147,1.23,1.83,2.29,-0.92,1.4,4.23,1.21,-1.78,-0.19
13,14,3,38,1,698,644,414,LVF-ASS-UNREL,WEAVER,OFFER,no,"['0', '0', '0', '0', '0', '0']",147,0,0,0,0,0,0,0,0,0
14,15,4,25,1,1015,601,269,LVF-ASS-UNREL,TRACT,GAIN,no,"['0', '0', '0', '0', '0', '0']",147,-9.58,-4.61,-6.96,-4.24,-10,-1.92,-4.23,-2.81,-5.61
15,16,4,25,1,1015,601,269,LVF-ASS-UNREL,TRACT,GAIN,no,"['0', '0', '0', '0', '0', '0']",147,4.5,0.43,8.73,7,3.72,-0.25,5.45,1.65,1.42
16,17,3,8,1,668,258,300,LVF-ASS-UNREL,FOAM,HAPPY,no,"['0', '0', '0', '0', '0', '0']",147,-9.77,-22.65,-17.7,-17.38,-2.64,-23.12,-8.56,-18.2,-7.44
17,18,4,25,1,1015,601,269,LVF-ASS-UNREL,TRACT,GAIN,no,"['0', '0', '0', '0', '0', '0']",147,4.09,2.98,5.15,-0.34,2.17,-3.91,0.38,-3.09,-2.44
18,19,3,8,1,668,258,300,LVF-ASS-UNREL,FOAM,HAPPY,no,"['0', '0', '0', '0', '0', '0']",147,19.22,14.38,20.82,20.37,14.22,12.19,11.8,12.01,6.01
19,20,4,13,1,1003,545,27,LVF-ASS-UNREL,SPEAR,BAD,no,"['0', '0', '0', '0', '0', '0']",147,10.36,12.4,10.49,9.64,11.52,7.73,9.19,8.45,5.27
20,21,4,13,1,1003,545,27,LVF-ASS-UNREL,SPEAR,BAD,no,"['0', '0', '0', '0', '0', '0']",147,2.46,7.64,4.93,6.67,3.09,10.26,8.03,9.83,10.64
21,22,2,22,1,352,349,398,LVF-ASS-UNREL,LABEL,MOPS,no,"['0', '0', '0', '0', '0', '0']",147,-11.17,-7.05,-11.73,-16,-13.78,-6.17,-17.17,-12.71,-15.52
22,23,3,38,1,698,644,414,LVF-ASS-UNREL,WEAVER,OFFER,no,"['0', '0', '0', '0', '0', '0']",147,11.5,13.75,15.49,16.23,14.2,11.89,13.88,14.01,10.31
23,24,4,13,1,1003,545,27,LVF-ASS-UNREL,SPEAR,BAD,no,"['0', '0', '0', '0', '0', '0']",147,-1.89,-7.25,-7.14,-4.6,5.17,-6.01,1.59,-5.06,2.12
0,1,2,27,1,357,406,596,LVF-ASS-UNREL,MUSE,TOOL,no,"['0', '0', '0', '0', '0', '0']",148,9.71,16.22,4.85,21.82,17.77,20.52,23.76,25.7,28.69
1,2,1,44,1,44,449,355,LVF-ASS-UNREL,POCKET,LATE,no,"['0', '0', '0', '0', '0', '0']",148,-2.55,-7.48,-2.76,-6.84,-5.94,-8.09,-8.47,-8.21,-7.83
2,3,1,44,1,44,449,355,LVF-ASS-UNREL,POCKET,LATE,no,"['0', '0', '0', '0', '0', '0']",148,3.76,-3.07,3.17,0.2,3.81,-7.53,1.68,-3.42,0.35
3,4,2,27,1,357,406,596,LVF-ASS-UNREL,MUSE,TOOL,no,"['0', '0', '0', '0', '0', '0']",148,-6.1,-4.79,-5,-7.12,-3.04,0.57,-5.79,-6.27,-1.44
4,5,1,44,1,44,449,355,LVF-ASS-UNREL,POCKET,LATE,no,"['0', '0', '0', '0', '0', '0']",148,17.14,15.54,12.94,15.56,15.97,15.39,12.73,13.77,7.21
5,6,2,27,1,357,406,596,LVF-ASS-UNREL,MUSE,TOOL,no,"['0', '0', '0', '0', '0', '0']",148,5.94,-0.03,8.81,-1.58,-0.18,-7.74,-5,-10.3,-18.31
6,7,1,44,1,44,449,355,LVF-ASS-UNREL,POCKET,LATE,no,"['0', '0', '0', '0', '0', '0']",148,0,0,0,0,0,0,0,0,0
7,8,2,27,1,357,406,596,LVF-ASS-UNREL,MUSE,TOOL,no,"['0', '0', '0', '0', '0', '0']",148,8.66,15.21,12.86,14.83,4.72,13.58,8.66,17.57,1.49
8,9,1,44,1,44,449,355,LVF-ASS-UNREL,POCKET,LATE,no,"['0', '0', '0', '0', '0', '0']",148,0,0,0,0,0,0,0,0,0
9,10,2,36,1,366,235,480,LVF-ASS-UNREL,FAILURE,REGULAR,no,"['0', '0', '0', '0', '0', '0']",148,-13.76,-8.2,-14.44,-12.5,-8.78,-5.21,-11.47,-8.91,-10.5
10,11,1,44,1,44,449,355,LVF-ASS-UNREL,POCKET,LATE,no,"['0', '0', '0', '0', '0', '0']",148,11.61,9.55,10.74,9.72,12.62,7.05,10.94,4.68,3.25
11,12,3,74,1,734,566,550,LVF-ASS-UNREL,SUM,STAGE,no,"['0', '0', '0', '0', '0', '0']",148,2.82,0.72,7.31,3.19,-0.4,0.01,0.02,-0.37,-1.05
12,13,4,25,1,1015,601,269,LVF-ASS-UNREL,TRACT,GAIN,no,"['0', '0', '0', '0', '0', '0']",148,0,0,0,0,0,0,0,0,0
13,14,3,43,1,703,45,528,LVF-ASS-UNREL,BEDROOM,SKY,no,"['0', '0', '0', '0', '0', '0']",148,0.09,4.68,3.23,-1.38,-6.23,0.79,-7.45,-5.5,-9.71
14,15,4,31,1,1021,60,217,LVF-ASS-UNREL,BLUFF,EAR,no,"['0', '0', '0', '0', '0', '0']",148,0,0,0,0,0,0,0,0,0
15,16,4,31,1,1021,60,217,LVF-ASS-UNREL,BLUFF,EAR,no,"['0', '0', '0', '0', '0', '0', '0']",148,0,0,0,0,0,0,0,0,0
16,17,3,38,1,698,644,414,LVF-ASS-UNREL,WEAVER,OFFER,no,"['0', '0', '0', '0', '0', '0']",148,11.36,5.95,7.8,15.55,12.16,8.89,16.77,15.22,12.62
17,18,4,31,1,1021,60,217,LVF-ASS-UNREL,BLUFF,EAR,no,"['0', '0', '0', '0', '0', '0']",148,-16.9,-10.6,-17.67,-14.65,-8.24,-4.06,-3.33,-5,-2.59
18,19,3,38,1,698,644,414,LVF-ASS-UNREL,WEAVER,OFFER,no,"['0', '0', '0', '0', '0', '0']",148,-3.05,-0.84,-3.34,0.6,2.01,-0.32,1.87,-1.53,0.4
19,20,4,25,1,1015,601,269,LVF-ASS-UNREL,TRACT,GAIN,no,"['0', '0', '0', '0', '0', '0']",148,4.3,7.25,3.19,10.77,3.15,7.46,5.52,6.52,4.54
20,21,4,25,1,1015,601,269,LVF-ASS-UNREL,TRACT,GAIN,no,"['0', '0', '0', '0', '0', '0']",148,9.86,12.39,11.89,13.1,11.82,18.15,16.99,18.04,17.54
21,22,2,27,1,357,406,596,LVF-ASS-UNREL,MUSE,TOOL,no,"['0', '0', '0', '0', '0', '0']",148,-11.29,-4.08,-8.07,-9.62,-9.92,-7.33,-11.23,-13.96,-19.51
22,23,3,43,1,703,45,528,LVF-ASS-UNREL,BEDROOM,SKY,no,"['0', '0', '0', '0', '0', '0']",148,-0.96,-2.86,-3.27,1.67,1.75,-0.67,3.58,2.34,7.73
23,24,4,25,1,1015,601,269,LVF-ASS-UNREL,TRACT,GAIN,no,"['0', '0', '0', '0', '0', '0']",148,0.4,1.54,-2.09,-0.21,0.66,3.06,1.05,-0.07,1.06
0,1,2,36,1,366,235,480,LVF-ASS-UNREL,FAILURE,REGULAR,no,"['0', '0', '0', '0', '0', '0']",149,18.39,11.78,13.26,17.27,17.37,10.22,16.9,13.7,8.49
1,2,1,99,1,99,154,594,LVF-ASS-UNREL,CONVENT,TONE,no,"['0', '0', '0', '0', '0', '0']",149,10.41,5.77,11.73,4.27,7.96,-4.45,2.18,-3.22,1.34
2,3,1,99,1,99,154,594,LVF-ASS-UNREL,CONVENT,TONE,no,"['0', '0', '0', '0', '0', '0']",149,-10.74,-9.15,-9.46,-7.47,-10.32,-8.42,-5.37,-3.35,0.02
3,4,2,36,1,366,235,480,LVF-ASS-UNREL,FAILURE,REGULAR,no,"['0', '0', '0', '0', '0', '0']",149,9.9,7.78,8.24,8.73,6.98,4.31,6.32,4.64,0.44
4,5,1,99,1,99,154,594,LVF-ASS-UNREL,CONVENT,TONE,no,"['0', '0', '0', '0', '0', '0']",149,11.78,16.28,11.48,10.78,7.96,12.38,8.67,7.84,9.3
5,6,2,36,1,366,235,480,LVF-ASS-UNREL,FAILURE,REGULAR,no,"['0', '0', '0', '0', '0', '0']",149,9.08,13.72,13.28,9.12,6.99,8.96,6.52,7.1,2.37
6,7,1,99,1,99,154,594,LVF-ASS-UNREL,CONVENT,TONE,no,"['0', '0', '0', '0', '0', '0']",149,0,0,0,0,0,0,0,0,0
7,8,2,36,1,366,235,480,LVF-ASS-UNREL,FAILURE,REGULAR,no,"['0', '0', '0', '0', '0', '0']",149,-5.13,-4.68,-3.78,-0.8,-4.85,-2.71,-3.59,-0.43,1.7
8,9,1,99,1,99,154,594,LVF-ASS-UNREL,CONVENT,TONE,no,"['0', '0', '0', '0', '0', '0']",149,9.07,6.38,15.34,10.21,4.02,0.92,7.22,6.21,7.08
9,10,2,40,1,370,601,269,LVF-ASS-UNREL,TRACT,GAIN,no,"['0', '0', '0', '0', '0', '0']",149,6.45,9.79,7.39,8.82,8.53,10.35,10.63,10.3,8.62
10,11,1,99,1,99,154,594,LVF-ASS-UNREL,CONVENT,TONE,no,"['0', '0', '0', '0', '0', '0']",149,1.52,2.98,1.35,3.47,2.8,5.58,5.45,6.91,6.33
11,12,3,98,1,758,203,43,LVF-ASS-UNREL,DOGMA,BEAT,no,"['0', '0', '0', '0', '0', '0']",149,-1.84,0.54,-2.04,0.54,0.97,0.85,-4.29,-5.34,-10.11
12,13,4,31,1,1021,60,217,LVF-ASS-UNREL,BLUFF,EAR,no,"['0', '0', '0', '0', '0', '0']",149,7.65,11.58,9.07,7.43,7.21,12.36,7.37,6.5,2.91
13,14,3,49,1,709,498,626,LVF-ASS-UNREL,SATIN,VARY,no,"['0', '0', '0', '0', '0', '0']",149,8.27,15.08,13.11,3.35,-0.45,13.41,0.51,0.98,-5.97
14,15,4,63,1,1053,372,231,LVF-ASS-UNREL,MAESTRO,EXPRESS,no,"['0', '0', '0', '0', '0', '0']",149,-6.88,-3.81,-12.94,-11.69,-1.72,0.78,-17.06,-4.49,-8.77
15,16,4,63,1,1053,372,231,LVF-ASS-UNREL,MAESTRO,EXPRESS,no,"['0', '0', '0', '0', '0', '0']",149,6.17,4.21,6.08,3.43,3.93,-4.16,1.48,-3.56,-4.56
16,17,3,43,1,703,45,528,LVF-ASS-UNREL,BEDROOM,SKY,no,"['0', '0', '0', '0', '0', '0']",149,0,0,0,0,0,0,0,0,0
17,18,4,63,1,1053,372,231,LVF-ASS-UNREL,MAESTRO,EXPRESS,no,"['0', '0', '0', '0', '0', '0', '0']",149,0,0,0,0,0,0,0,0,0
18,19,3,43,1,703,45,528,LVF-ASS-UNREL,BEDROOM,SKY,no,"['0', '0', '0', '0', '0', '0']",149,-3.68,1.83,-4.57,4.96,0.12,6.82,11.69,12.88,15.56
19,20,4,31,1,1021,60,217,LVF-ASS-UNREL,BLUFF,EAR,no,"['0', '0', '0', '0', '0', '0']",149,23.88,16.4,26.72,24.35,20.83,11.56,19.01,15.15,16.1
20,21,4,31,1,1021,60,217,LVF-ASS-UNREL,BLUFF,EAR,no,"['0', '0', '0', '0', '0', '0']",149,0,0,0,0,0,0,0,0,0
21,22,2,36,1,366,235,480,LVF-ASS-UNREL,FAILURE,REGULAR,no,"['0', '0', '0', '0', '0', '0']",149,-13.84,-6.71,-15.4,-7.86,-7.58,-6.14,-7.87,-9.27,-5.96
22,23,3,49,1,709,498,626,LVF-ASS-UNREL,SATIN,VARY,no,"['0', '0', '0', '0', '0', '0']",149,-1.79,-7.48,-5.19,-7.61,-1.68,-7.73,-6.67,-10.52,-8.5
23,24,4,31,1,1021,60,217,LVF-ASS-UNREL,BLUFF,EAR,no,"['0', '0', '0', '0', '0', '0']",149,-5.09,-8.93,-5.23,-10.36,-11.65,-13.03,-13,-11.14,-8.8
0,1,2,40,1,370,601,269,LVF-ASS-UNREL,TRACT,GAIN,no,"['0', '0', '0', '0', '0', '0']",150,8.67,17.1,13.58,17.08,7.47,19.92,14.11,17.94,15.07
1,2,1,105,1,105,233,313,LVF-ASS-UNREL,FACTORY,HIT,no,"['0', '0', '0', '0', '0', '0']",150,2.68,2.5,4.85,0.19,-0.45,0.01,-2.59,-5.42,-5.5
2,3,1,105,1,105,233,313,LVF-ASS-UNREL,FACTORY,HIT,no,"['0', '0', '0', '0', '0', '0']",150,-11.82,-12.52,-11.49,-13.09,-9.79,-11.58,-9.9,-10.91,-5.69
3,4,2,40,1,370,601,269,LVF-ASS-UNREL,TRACT,GAIN,no,"['0', '0', '0', '0', '0', '0']",150,1.27,2.01,-0.39,-0.15,1.36,2.12,-1.81,0.41,-2.42
4,5,1,105,1,105,233,313,LVF-ASS-UNREL,FACTORY,HIT,no,"['0', '0', '0', '0', '0', '0']",150,10.69,15.45,18.64,14.37,-1.13,10.11,5.63,10.47,4.85
5,6,2,40,1,370,601,269,LVF-ASS-UNREL,TRACT,GAIN,no,"['0', '0', '0', '0', '0', '0']",150,26.41,21.92,33.93,24.94,16.97,10.24,16.34,11.84,1.62
6,7,1,105,1,105,233,313,LVF-ASS-UNREL,FACTORY,HIT,no,"['0', '0', '0', '0', '0', '0']",150,23.14,28.7,28.46,25.27,23.15,27.81,26.54,27.16,24.17
7,8,2,40,1,370,601,269,LVF-ASS-UNREL,TRACT,GAIN,no,"['0', '0', '0', '0', '0', '0']",150,-1.51,-1.33,0.75,3.94,4.89,-1.24,7.96,5.98,11.65
8,9,1,105,1,105,233,313,LVF-ASS-UNREL,FACTORY,HIT,no,"['0', '0', '0', '0', '0', '0']",150,0,0,0,0,0,0,0,0,0
9,10,2,61,1,391,290,28,LVF-ASS-UNREL,GRIEF,BADGE,no,"['0', '0', '0', '0', '0', '0']",150,7.55,5.38,9.98,2.51,5.37,2.26,-0.49,-1.03,-3.55
10,11,1,105,1,105,233,313,LVF-ASS-UNREL,FACTORY,HIT,no,"['0', '0', '0', '0', '0', '0']",150,-4.33,2.54,-4.27,0.95,0.43,6.33,3,4.22,5.83
11,12,3,110,1,770,654,133,LVF-ASS-UNREL,WITCH,CLERGY,no,"['0', '0', '0', '0', '0', '0', '0', '0', '0']",150,0,0,0,0,0,0,0,0,0
12,13,4,63,1,1053,372,231,LVF-ASS-UNREL,MAESTRO,EXPRESS,no,"['0', '0', '0', '0', '0', '0']",150,18.41,15.79,15.99,17.94,18.8,13.55,20.01,14.16,12.2
13,14,3,54,1,714,154,594,LVF-ASS-UNREL,CONVENT,TONE,no,"['0', '0', '0', '0', '0', '0']",150,1.4,0.38,0.62,2.11,5.15,1.93,5.61,5.1,3.76
14,15,4,65,1,1055,191,509,LVF-ASS-UNREL,DISCOVER,SERVE,no,"['0', '0', '0', '0', '0', '0', '0']",150,0,0,0,0,0,0,0,0,0
15,16,4,65,1,1055,191,509,LVF-ASS-UNREL,DISCOVER,SERVE,no,"['0', '0', '0', '0', '0', '0', '0', '0']",150,20.7,25.22,25.5,19.57,14.6,14.5,11.33,12.01,1.35
16,17,3,49,1,709,498,626,LVF-ASS-UNREL,SATIN,VARY,no,"['0', '0', '0', '0', '0', '0']",150,-2.11,-4.45,-5.01,-4.19,-2.9,-5.89,-3.21,-3.99,-1.83
17,18,4,65,1,1055,191,509,LVF-ASS-UNREL,DISCOVER,SERVE,no,"['0', '0', '0', '0', '0', '0']",150,19.79,18.36,23.21,21.34,17.88,9.98,18.91,13.66,9.45
18,19,3,49,1,709,498,626,LVF-ASS-UNREL,SATIN,VARY,no,"['0', '0', '0', '0', '0', '0']",150,11.06,7.81,14.62,10,8.23,7.49,8.14,8.19,8.32
19,20,4,63,1,1053,372,231,LVF-ASS-UNREL,MAESTRO,EXPRESS,no,"['0', '0', '0', '0', '0', '0']",150,-0.02,3.02,3.23,4.32,2.95,1.67,3.14,1.16,0.32
20,21,4,63,1,1053,372,231,LVF-ASS-UNREL,MAESTRO,EXPRESS,no,"['0', '0', '0', '0', '0', '0']",150,10.03,18.94,12.78,16.19,12.38,14.98,19.72,19.87,27.52
21,22,2,40,1,370,601,269,LVF-ASS-UNREL,TRACT,GAIN,no,"['0', '0', '0', '0', '0', '0']",150,-25.39,-23.96,-30.11,-22.77,-19.57,-16.29,-16.09,-14.3,-4.16
22,23,3,54,1,714,154,594,LVF-ASS-UNREL,CONVENT,TONE,no,"['0', '0', '0', '0', '0', '0']",150,0.35,2.05,-1.35,4.11,3.79,4.06,6.82,8.11,7.32
23,24,4,63,1,1053,372,231,LVF-ASS-UNREL,MAESTRO,EXPRESS,no,"['0', '0', '0', '0', '0', '0']",150,7.55,6.81,7.68,8.03,5.66,6.44,8.26,10.54,6.83
0,1,2,61,1,391,290,28,LVF-ASS-UNREL,GRIEF,BADGE,no,"['0', '0', '0', '0', '0', '0']",151,23.56,27.65,26.84,33.72,19.37,19.91,24.69,25.94,23.75
1,2,1,112,2,112,519,508,LVF-ASS-UNREL,SHORE,SENSE,no,"['0', '0', '0', '0', '0', '0']",151,-4.93,-4.48,0.34,-5.38,-10.24,-1.4,-5.87,-2.8,-2.3
