,participant,list,trial_order_participant,counterbalance,pair_order_id,prime_word_id,target_word_id,target_condition,prime,target,flag_40,all_prime_target_flags,bin_num,16,17,20,21,24,25,28,29,30
16,17,3,149,2,809,316,248,LVF-ASS-STRONG,HOOK,FISH,no,"['0', '0', '0', '0', '0', '0']",44,14.08,6.92,16.07,10.96,11.07,9.03,10.68,8.44,5.07
17,18,4,134,2,1124,289,458,LVF-ASS-STRONG,GRAVY,POTATO,no,"['0', '0', '0', '0', '0', '0']",44,12.05,13.11,9.04,10.36,7.18,13.37,6.81,6.48,1.11
18,19,3,149,2,809,316,248,LVF-ASS-STRONG,HOOK,FISH,no,"['0', '0', '0', '0', '0', '0']",44,-7.03,1.04,-0.55,-3.28,-9.99,-3.85,-9.95,-8.34,-5.52
19,20,4,134,2,1124,289,458,LVF-ASS-STRONG,GRAVY,POTATO,no,"['0', '0', '0', '0', '0', '0']",44,10.22,8.92,7.18,8.53,9.97,7.2,9.13,6.5,6.13
20,21,4,134,2,1124,289,458,LVF-ASS-STRONG,GRAVY,POTATO,no,"['0', '0', '0', '0', '0', '0']",44,17.33,17.05,16.79,17.91,17.48,14.95,16.19,13.21,15.42
21,22,2,183,2,513,291,560,LVF-ASS-STRONG,GROCERY,STORE,no,"['0', '0', '0', '0', '0', '0']",44,0,0,0,0,0,0,0,0,0
22,23,3,154,2,814,479,17,LVF-ASS-STRONG,RECRUIT,ARMY,no,"['0', '0', '0', '0', '0', '0']",44,9.2,7.11,9.74,13.2,7.63,7.35,10.92,10.41,10.42
23,24,4,134,2,1124,289,458,LVF-ASS-STRONG,GRAVY,POTATO,no,"['0', '0', '0', '0', '0', '0']",44,23.42,22.8,26.63,23.06,22.66,20.38,21.84,17.82,10.59
0,1,2,187,2,517,289,458,LVF-ASS-STRONG,GRAVY,POTATO,no,"['0', '0', '0', '0', '0', '0']",45,7.49,7.62,7.69,12.95,3.51,9.69,14.14,15.82,13.04
1,2,1,118,2,118,584,646,LVF-ASS-STRONG,THANKS,WELCOME,no,"['0', '0', '0', '0', '0', '0']",45,-1,-7.49,1.93,-10.09,-3.41,-12.32,-11.71,-14.59,-9.03
2,3,1,118,2,118,584,646,LVF-ASS-STRONG,THANKS,WELCOME,no,"['0', '0', '0', '0', '0', '0']",45,10.42,12.53,14.34,12.8,5.55,9.52,8.35,11.47,5.7
3,4,2,187,2,517,289,458,LVF-ASS-STRONG,GRAVY,POTATO,no,"['0', '0', '0', '0', '0', '0']",45,9.29,5.38,6.29,8.5,4.94,5.41,4.58,6.08,2.91
4,5,1,118,2,118,584,646,LVF-ASS-STRONG,THANKS,WELCOME,no,"['0', '0', '0', '0', '0', '0']",45,7.39,8.42,7.61,8.35,7.16,8.82,7.91,8.98,4.18
5,6,2,187,2,517,289,458,LVF-ASS-STRONG,GRAVY,POTATO,no,"['0', '0', '0', '0', '0', '0']",45,0,0,0,0,0,0,0,0,0
6,7,1,118,2,118,584,646,LVF-ASS-STRONG,THANKS,WELCOME,no,"['0', '0', '0', '0', '0', '0']",45,43.9,46.94,42.29,52.97,39.23,51.38,44.93,48.09,38.83
7,8,2,187,2,517,289,458,LVF-ASS-STRONG,GRAVY,POTATO,no,"['0', '0', '0', '0', '0', '0']",45,5.11,4.27,10.21,4.25,1.93,-4.75,0.2,2.99,4.97
8,9,1,118,2,118,584,646,LVF-ASS-STRONG,THANKS,WELCOME,no,"['0', '0', '0', '0', '0', '0']",45,5.61,-0.99,2.39,-2.08,5.81,-1.52,0.03,-2.59,-1.88
9,10,2,187,2,517,289,458,LVF-ASS-STRONG,GRAVY,POTATO,no,"['0', '0', '0', '0', '0', '0']",45,0,0,0,0,0,0,0,0,0
10,11,1,118,2,118,584,646,LVF-ASS-STRONG,THANKS,WELCOME,no,"['0', '0', '0', '0', '0', '0']",45,3.79,1.37,0.58,6.04,5.93,4.83,10.21,8.92,11.04
11,12,3,160,2,820,627,253,LVF-ASS-STRONG,VASE,FLOWER,no,"['0', '0', '0', '0', '0', '0']",45,27.93,19.15,27.12,21.22,24.64,20.8,19.26,18.35,7.82
12,13,4,148,2,1138,281,283,LVF-ASS-STRONG,GOING,GONE,no,"['0', '0', '0', '0', '0', '0']",45,8.22,12.37,9.21,13.53,10.95,14.88,5.59,15.28,10.12
13,14,3,154,2,814,479,17,LVF-ASS-STRONG,RECRUIT,ARMY,no,"['0', '0', '0', '0', '0', '0']",45,16.44,22.85,15.54,13.64,18.89,27.72,13.1,17.45,12.53
14,15,4,148,2,1138,281,283,LVF-ASS-STRONG,GOING,GONE,no,"['0', '0', '0', '0', '0', '0']",45,-2.97,10.27,1.2,10.09,-0.03,13.42,6.22,14.31,12.27
15,16,4,148,2,1138,281,283,LVF-ASS-STRONG,GOING,GONE,no,"['0', '0', '0', '0', '0', '0', '0']",45,-0.63,0.76,-2.1,-2.5,5.73,-2.41,1.91,-3.65,3.02
16,17,3,154,2,814,479,17,LVF-ASS-STRONG,RECRUIT,ARMY,no,"['0', '0', '0', '0', '0', '0']",45,0,0,0,0,0,0,0,0,0
17,18,4,148,2,1138,281,283,LVF-ASS-STRONG,GOING,GONE,no,"['0', '0', '0', '0', '0', '0', '0']",45,15.58,17.06,22.8,17.2,11.32,12.67,13.61,10.09,7.63
18,19,3,154,2,814,479,17,LVF-ASS-STRONG,RECRUIT,ARMY,no,"['0', '0', '0', '0', '0', '0']",45,-12.16,-6.99,-8.29,-16.69,-17.28,-13.14,-23.66,-22.48,-24.47
19,20,4,148,2,1138,281,283,LVF-ASS-STRONG,GOING,GONE,no,"['0', '0', '0', '0', '0', '0']",45,3.65,5.11,5.57,5.64,5.13,4.33,4.82,5.11,5.04
20,21,4,148,2,1138,281,283,LVF-ASS-STRONG,GOING,GONE,no,"['0', '0', '0', '0', '0', '0']",45,0,0,0,0,0,0,0,0,0
21,22,2,187,2,517,289,458,LVF-ASS-STRONG,GRAVY,POTATO,no,"['0', '0', '0', '0', '0', '0']",45,11.31,12.23,7.85,6.92,12.21,6.72,9.31,8.57,5.18
22,23,3,160,2,820,627,253,LVF-ASS-STRONG,VASE,FLOWER,no,"['0', '0', '0', '0', '0', '0']",45,-2.41,-0.86,-3.37,-0.91,-3.04,-0.05,-1.14,0.42,-0.63
23,24,4,148,2,1138,281,283,LVF-ASS-STRONG,GOING,GONE,no,"['0', '0', '0', '0', '0', '0']",45,-0.44,4.11,7.29,1.7,-8.59,2.85,-3.89,2.76,-0.28
0,1,2,192,2,522,562,111,LVF-ASS-STRONG,STRAY,CAT,no,"['0', '0', '0', '0', '0', '0']",46,9.63,18.93,6.91,15.09,16.29,21.64,12.92,14.27,10.98
1,2,1,129,2,129,619,423,LVF-ASS-STRONG,ULCER,PAIN,no,"['0', '0', '0', '0', '0', '0']",46,10.27,6.69,7.21,5.57,8.2,0.69,0.85,-1.44,-2.98
2,3,1,129,2,129,619,423,LVF-ASS-STRONG,ULCER,PAIN,no,"['0', '0', '0', '0', '0', '0']",46,-2.12,-5.33,-1.02,-4.27,-1.16,-10.48,-1.95,-7.56,-1.61
3,4,2,192,2,522,562,111,LVF-ASS-STRONG,STRAY,CAT,no,"['0', '0', '0', '0', '0', '0']",46,12.37,14.58,14.53,11.38,7.4,12.48,6.35,9.29,8.18
4,5,1,129,2,129,619,423,LVF-ASS-STRONG,ULCER,PAIN,no,"['0', '0', '0', '0', '0', '0']",46,22.11,26.88,24.91,22.75,19.38,23.25,17.97,16.23,15.45
5,6,2,192,2,522,562,111,LVF-ASS-STRONG,STRAY,CAT,no,"['0', '0', '0', '0', '0', '0']",46,-7.83,-4.91,-13.6,-6.92,-1.27,0.54,-2.66,-2.62,-2.72
6,7,1,129,2,129,619,423,LVF-ASS-STRONG,ULCER,PAIN,no,"['0', '0', '0', '0', '0', '0']",46,17.82,21.42,18.94,28.9,18.5,24.97,24.08,24.04,19.24
7,8,2,192,2,522,562,111,LVF-ASS-STRONG,STRAY,CAT,no,"['0', '0', '0', '0', '0', '0']",46,24.49,12.15,21.87,23.46,14.88,8.63,20.13,16.77,10.22
8,9,1,129,2,129,619,423,LVF-ASS-STRONG,ULCER,PAIN,no,"['0', '0', '0', '0', '0', '0']",46,13.63,13.26,13.37,9.4,11.78,6.44,4.26,5.36,2.23
9,10,2,192,2,522,562,111,LVF-ASS-STRONG,STRAY,CAT,no,"['0', '0', '0', '0', '0', '0']",46,0,0,0,0,0,0,0,0,0
10,11,1,129,2,129,619,423,LVF-ASS-STRONG,ULCER,PAIN,no,"['0', '0', '0', '0', '0', '0']",46,16.55,14.13,18.09,19.91,16.06,13.29,19.88,17.37,16.73
11,12,3,170,2,830,556,311,LVF-ASS-STRONG,STEEP,HILL,no,"['0', '0', '0', '0', '0', '0']",46,25.72,27.59,30.07,25.53,23.63,19.9,23.95,21.37,14.86
12,13,4,213,2,1203,625,396,LVF-ASS-STRONG,VALUE,MONEY,no,"['0', '0', '0', '0', '0', '0']",46,0,0,0,0,0,0,0,0,0
13,14,3,160,2,820,627,253,LVF-ASS-STRONG,VASE,FLOWER,no,"['0', '0', '0', '0', '0', '0']",46,11,6.41,5.89,7.87,20.44,9.41,13.89,9.24,9.14
14,15,4,213,2,1203,625,396,LVF-ASS-STRONG,VALUE,MONEY,no,"['0', '0', '0', '0', '0', '0']",46,5.94,6.95,16.97,11,5.21,1.1,1.43,-3.01,-7.64
15,16,4,213,2,1203,625,396,LVF-ASS-STRONG,VALUE,MONEY,no,"['0', '0', '0', '0', '0', '0']",46,0,0,0,0,0,0,0,0,0
16,17,3,160,2,820,627,253,LVF-ASS-STRONG,VASE,FLOWER,no,"['0', '0', '0', '0', '0', '0']",46,0,0,0,0,0,0,0,0,0
17,18,4,213,2,1203,625,396,LVF-ASS-STRONG,VALUE,MONEY,no,"['0', '0', '0', '0', '0', '0', '0']",46,22.75,20.64,32.2,18.58,15.22,21.57,17.4,21.68,13.93
18,19,3,160,2,820,627,253,LVF-ASS-STRONG,VASE,FLOWER,no,"['0', '0', '0', '0', '0', '0']",46,12.15,7.03,11.83,9.64,6.97,7.29,8.09,5.73,-2.13
19,20,4,213,2,1203,625,396,LVF-ASS-STRONG,VALUE,MONEY,no,"['0', '0', '0', '0', '0', '0']",46,7.5,4.88,5.05,5.79,6.8,3.42,3.54,1.79,0.57
20,21,4,213,2,1203,625,396,LVF-ASS-STRONG,VALUE,MONEY,no,"['0', '0', '0', '0', '0', '0']",46,0,0,0,0,0,0,0,0,0
21,22,2,192,2,522,562,111,LVF-ASS-STRONG,STRAY,CAT,no,"['0', '0', '0', '0', '0', '0']",46,0,0,0,0,0,0,0,0,0
22,23,3,170,2,830,556,311,LVF-ASS-STRONG,STEEP,HILL,no,"['0', '0', '0', '0', '0', '0']",46,0.62,1.13,4.19,-1.64,-0.22,0.6,-2.15,-0.17,-3.28
23,24,4,213,2,1203,625,396,LVF-ASS-STRONG,VALUE,MONEY,no,"['0', '0', '0', '0', '0', '0']",46,26.54,19.38,25.48,23.82,24.97,13.16,23.58,19.31,14.46
0,1,2,222,3,552,298,138,LVF-ASS-STRONG,HAMPER,CLOTHES,no,"['0', '0', '0', '0', '0', '0']",47,15.03,24.67,16.19,24.43,18.56,27.9,24.91,28.27,19.8
1,2,1,132,2,132,502,75,LVF-ASS-STRONG,SCOUT,BOY,no,"['0', '0', '0', '0', '0', '0']",47,0.73,-2.73,0.35,0.58,1.1,-4.26,-0.29,-1.31,-2.42
2,3,1,132,2,132,502,75,LVF-ASS-STRONG,SCOUT,BOY,no,"['0', '0', '0', '0', '0', '0']",47,0,0,0,0,0,0,0,0,0
3,4,2,222,3,552,298,138,LVF-ASS-STRONG,HAMPER,CLOTHES,no,"['0', '0', '0', '0', '0', '0']",47,0.68,0.26,-1.32,1.11,5.49,4.61,0,0.9,0.6
4,5,1,132,2,132,502,75,LVF-ASS-STRONG,SCOUT,BOY,no,"['0', '0', '0', '0', '0', '0']",47,8.35,12.07,9.84,9.61,8.2,11.13,7.01,10.38,9.05
5,6,2,222,3,552,298,138,LVF-ASS-STRONG,HAMPER,CLOTHES,no,"['0', '0', '0', '0', '0', '0']",47,0,0,0,0,0,0,0,0,0
6,7,1,132,2,132,502,75,LVF-ASS-STRONG,SCOUT,BOY,no,"['0', '0', '0', '0', '0', '0']",47,0,0,0,0,0,0,0,0,0
7,8,2,222,3,552,298,138,LVF-ASS-STRONG,HAMPER,CLOTHES,no,"['0', '0', '0', '0', '0', '0']",47,0,0,0,0,0,0,0,0,0
8,9,1,132,2,132,502,75,LVF-ASS-STRONG,SCOUT,BOY,no,"['0', '0', '0', '0', '0', '0']",47,5.39,9.22,12.06,7.41,3.08,10.42,7.15,9.15,10.87
9,10,2,222,3,552,298,138,LVF-ASS-STRONG,HAMPER,CLOTHES,no,"['0', '0', '0', '0', '0', '0']",47,-0.54,2.95,-0.14,1.61,2.88,-0.89,4.11,2.6,4.34
10,11,1,132,2,132,502,75,LVF-ASS-STRONG,SCOUT,BOY,no,"['0', '0', '0', '0', '0', '0']",47,17.37,12.9,15.86,18.62,17.21,12.4,18.49,16.54,15.15
11,12,3,176,2,836,585,553,LVF-ASS-STRONG,THEFT,STEAL,no,"['0', '0', '0', '0', '0', '0']",47,6.32,2.98,5.09,6.55,8.12,2.13,9.71,7.26,7.26
12,13,4,217,2,1207,291,560,LVF-ASS-STRONG,GROCERY,STORE,no,"['0', '0', '0', '0', '0', '0']",47,0,0,0,0,0,0,0,0,0
13,14,3,170,2,830,556,311,LVF-ASS-STRONG,STEEP,HILL,no,"['0', '0', '0', '0', '0', '0', '0', '0']",47,0,0,0,0,0,0,0,0,0
14,15,4,217,2,1207,291,560,LVF-ASS-STRONG,GROCERY,STORE,no,"['0', '0', '0', '0', '0', '0']",47,0,0,0,0,0,0,0,0,0
15,16,4,217,2,1207,291,560,LVF-ASS-STRONG,GROCERY,STORE,no,"['0', '0', '0', '0', '0', '0']",47,-7.42,-3.25,-11.78,-0.33,3.89,1.7,4.87,-4.93,9.31
16,17,3,170,2,830,556,311,LVF-ASS-STRONG,STEEP,HILL,no,"['0', '0', '0', '0', '0', '0']",47,15.15,6.83,11.77,15.45,17.77,4.04,14.81,6.39,3.63
17,18,4,217,2,1207,291,560,LVF-ASS-STRONG,GROCERY,STORE,no,"['0', '0', '0', '0', '0', '0']",47,16.44,23,16.49,22.33,19.56,31.15,20.65,28.47,16.76
18,19,3,170,2,830,556,311,LVF-ASS-STRONG,STEEP,HILL,no,"['0', '0', '0', '0', '0', '0']",47,1.8,0.84,6.57,1.05,-2.15,3.76,-0.95,1.51,2.16
19,20,4,217,2,1207,291,560,LVF-ASS-STRONG,GROCERY,STORE,no,"['0', '0', '0', '0', '0', '0']",47,-8.74,-8.55,-9.12,-6.75,-7.18,-9.1,-4.95,-6.03,-2.1
20,21,4,217,2,1207,291,560,LVF-ASS-STRONG,GROCERY,STORE,no,"['0', '0', '0', '0', '0', '0']",47,10.63,12.67,14.39,18.72,7.77,14.31,15.02,15.97,16.76
21,22,2,222,3,552,298,138,LVF-ASS-STRONG,HAMPER,CLOTHES,no,"['0', '0', '0', '0', '0', '0']",47,30.84,31.5,34.52,27.88,24.14,22.53,22.86,20.79,5.72
22,23,3,176,2,836,585,553,LVF-ASS-STRONG,THEFT,STEAL,no,"['0', '0', '0', '0', '0', '0']",47,10.79,11.44,7.04,13.89,12.95,12.92,14.82,14.13,11.75
23,24,4,217,2,1207,291,560,LVF-ASS-STRONG,GROCERY,STORE,no,"['0', '0', '0', '0', '0', '0', '0']",47,24.5,14.84,21.41,19.83,20.98,9.37,21.36,13.46,9.64
0,1,2,238,3,568,20,65,LVF-ASS-STRONG,ATOM,BOMB,no,"['0', '0', '0', '0', '0', '0']",48,19.17,17.73,21.42,21.21,17.2,15.16,20.62,18.34,18.24
1,2,1,161,2,161,522,506,LVF-ASS-STRONG,SIGHT,SEE,no,"['0', '0', '0', '0', '0', '0']",48,17.08,14.33,18.07,16.42,12.29,6.09,11.24,9.88,7
2,3,1,161,2,161,522,506,LVF-ASS-STRONG,SIGHT,SEE,no,"['0', '0', '0', '0', '0', '0']",48,4.03,0.23,4.39,2.59,5.6,-1.47,3.49,-0.77,-0.21
3,4,2,238,3,568,20,65,LVF-ASS-STRONG,ATOM,BOMB,no,"['0', '0', '0', '0', '0', '0']",48,21.14,18.91,22.02,18.05,15.79,15.7,12.77,12.98,6.53
4,5,1,161,2,161,522,506,LVF-ASS-STRONG,SIGHT,SEE,no,"['0', '0', '0', '0', '0', '0']",48,19.67,19.95,20.8,22.94,19.26,16.24,22.53,19.83,19.8
5,6,2,238,3,568,20,65,LVF-ASS-STRONG,ATOM,BOMB,no,"['0', '0', '0', '0', '0', '0']",48,0,0,0,0,0,0,0,0,0
6,7,1,161,2,161,522,506,LVF-ASS-STRONG,SIGHT,SEE,no,"['0', '0', '0', '0', '0', '0']",48,11.13,10.14,13.63,8.67,7.62,7.32,3.47,-0.02,-10.24
7,8,2,238,3,568,20,65,LVF-ASS-STRONG,ATOM,BOMB,no,"['0', '0', '0', '0', '0', '0']",48,0,0,0,0,0,0,0,0,0
8,9,1,161,2,161,522,506,LVF-ASS-STRONG,SIGHT,SEE,no,"['0', '0', '0', '0', '0', '0']",48,4.04,4.73,8.15,3.76,3.2,-1.37,-0.26,-3.33,-7.49
9,10,2,238,3,568,20,65,LVF-ASS-STRONG,ATOM,BOMB,no,"['0', '0', '0', '0', '0', '0']",48,-3.92,-0.92,-7.67,3.6,3.74,0.87,9.29,9.13,8.55
10,11,1,161,2,161,522,506,LVF-ASS-STRONG,SIGHT,SEE,no,"['0', '0', '0', '0', '0', '0']",48,9.61,4.15,8.4,4.64,6.73,3.64,5.02,0.77,2.96
11,12,3,180,2,840,4,245,LVF-ASS-STRONG,AIM,FIRE,no,"['0', '0', '0', '0', '0', '0']",48,24,30.71,32.63,24.31,22.16,27.28,17.9,17.58,5
12,13,4,222,3,1212,52,638,LVF-ASS-STRONG,BLANKET,WARM,no,"['0', '0', '0', '0', '0', '0']",48,0,0,0,0,0,0,0,0,0
13,14,3,176,2,836,585,553,LVF-ASS-STRONG,THEFT,STEAL,no,"['0', '0', '0', '0', '0', '0', '0']",48,20.09,19.78,19.42,12.23,15.28,17.24,8.12,9.86,2.93
14,15,4,222,3,1212,52,638,LVF-ASS-STRONG,BLANKET,WARM,no,"['0', '0', '0', '0', '0', '0', '0']",48,-0.41,-1.48,2.5,0.06,-2.76,-4.2,-0.58,0.93,0.54
15,16,4,222,3,1212,52,638,LVF-ASS-STRONG,BLANKET,WARM,no,"['0', '0', '0', '0', '0', '0']",48,13.48,6.5,14.46,20.21,18.34,9.03,19.52,10.99,9.15
16,17,3,176,2,836,585,553,LVF-ASS-STRONG,THEFT,STEAL,no,"['0', '0', '0', '0', '0', '0']",48,10.06,1.5,4.51,5.72,5,2.66,3.71,2.63,-0.54
17,18,4,222,3,1212,52,638,LVF-ASS-STRONG,BLANKET,WARM,no,"['0', '0', '0', '0', '0', '0', '0']",48,8.35,27.96,24.31,29.59,17.64,29.48,18.71,24.86,18.04
18,19,3,176,2,836,585,553,LVF-ASS-STRONG,THEFT,STEAL,no,"['0', '0', '0', '0', '0', '0']",48,6.05,6.03,12.29,8.83,-0.97,-0.68,4.38,2.18,4.5
19,20,4,222,3,1212,52,638,LVF-ASS-STRONG,BLANKET,WARM,no,"['0', '0', '0', '0', '0', '0']",48,0,0,0,0,0,0,0,0,0
20,21,4,222,3,1212,52,638,LVF-ASS-STRONG,BLANKET,WARM,no,"['0', '0', '0', '0', '0', '0']",48,24.28,20.64,18.58,22.66,25.08,17.08,27.36,21.85,20.6
21,22,2,238,3,568,20,65,LVF-ASS-STRONG,ATOM,BOMB,no,"['0', '0', '0', '0', '0', '0']",48,1.05,8.08,4.7,3.81,6.65,2.73,3.95,0.03,-6.1
22,23,3,180,2,840,4,245,LVF-ASS-STRONG,AIM,FIRE,no,"['0', '0', '0', '0', '0', '0']",48,41.09,36.73,37.52,42.65,37.3,34.42,39.48,37.85,33.71
23,24,4,222,3,1212,52,638,LVF-ASS-STRONG,BLANKET,WARM,no,"['0', '0', '0', '0', '0', '0']",48,36.57,31.39,35.61,32.32,30.04,27.89,25.91,22.76,13.16
0,1,2,248,3,578,517,143,LVF-ASS-STRONG,SHIVER,COLD,no,"['0', '0', '0', '0', '0', '0']",49,28.41,25.03,28.71,30.4,24.35,25.02,30.96,28.72,19.49
1,2,1,168,2,168,104,515,LVF-ASS-STRONG,CAPTAIN,SHIP,no,"['0', '0', '0', '0', '0', '0']",49,14.58,18.22,14.92,17.62,12.36,14.2,20.16,21.5,22.26
2,3,1,168,2,168,104,515,LVF-ASS-STRONG,CAPTAIN,SHIP,no,"['0', '0', '0', '0', '0', '0']",49,-0.42,4.48,4.21,5.14,-1.73,4.43,5.34,7.8,8.27
3,4,2,248,3,578,517,143,LVF-ASS-STRONG,SHIVER,COLD,no,"['0', '0', '0', '0', '0', '0']",49,0,0,0,0,0,0,0,0,0
4,5,1,168,2,168,104,515,LVF-ASS-STRONG,CAPTAIN,SHIP,no,"['0', '0', '0', '0', '0', '0']",49,24.1,29.78,28.21,28.15,19.37,22.04,24.11,24.68,16.02
5,6,2,248,3,578,517,143,LVF-ASS-STRONG,SHIVER,COLD,no,"['0', '0', '0', '0', '0', '0']",49,21.47,16.87,20.16,21.34,20.9,15.76,21.67,19.8,16.58
6,7,1,168,2,168,104,515,LVF-ASS-STRONG,CAPTAIN,SHIP,no,"['0', '0', '0', '0', '0', '0']",49,41.61,42.38,47.63,49.09,33.96,36.03,38.75,37.38,26.98
7,8,2,248,3,578,517,143,LVF-ASS-STRONG,SHIVER,COLD,no,"['0', '0', '0', '0', '0', '0']",49,0,0,0,0,0,0,0,0,0
8,9,1,168,2,168,104,515,LVF-ASS-STRONG,CAPTAIN,SHIP,no,"['0', '0', '0', '0', '0', '0']",49,15.05,13.86,14.91,15.48,15.02,14.18,15.42,12.82,9.65
9,10,2,248,3,578,517,143,LVF-ASS-STRONG,SHIVER,COLD,no,"['0', '0', '0', '0', '0', '0']",49,-6.53,1.43,-5.97,2.21,0.43,9.6,9.44,11.85,9.98
10,11,1,168,2,168,104,515,LVF-ASS-STRONG,CAPTAIN,SHIP,no,"['0', '0', '0', '0', '0', '0']",49,10.06,4.28,10.45,3.16,6.13,3.19,-0.54,-1.46,-3.38
11,12,3,182,2,842,455,514,LVF-ASS-STRONG,POLISH,SHINE,no,"['0', '0', '0', '0', '0', '0']",49,19.34,20.87,24.91,25.16,19.63,18.3,24.15,23.81,9.33
12,13,4,262,3,1252,273,488,LVF-ASS-STRONG,GEOLOGY,ROCK,no,"['0', '0', '0', '0', '0', '0']",49,0,0,0,0,0,0,0,0,0
13,14,3,180,2,840,4,245,LVF-ASS-STRONG,AIM,FIRE,no,"['0', '0', '0', '0', '0', '0']",49,27.29,27.99,30.8,28.05,24.37,22.37,21.84,21.7,10.08
14,15,4,262,3,1252,273,488,LVF-ASS-STRONG,GEOLOGY,ROCK,no,"['0', '0', '0', '0', '0', '0', '0']",49,2.83,7.24,2.28,10.11,3.68,9.58,2.84,11.61,10.14
15,16,4,262,3,1252,273,488,LVF-ASS-STRONG,GEOLOGY,ROCK,no,"['0', '0', '0', '0', '0', '0']",49,1.91,3.93,5.62,1.42,5.26,0.28,4.8,14.29,2.26
16,17,3,180,2,840,4,245,LVF-ASS-STRONG,AIM,FIRE,no,"['0', '0', '0', '0', '0', '0']",49,-2.51,0.33,-0.18,1.51,1.09,2.06,-0.47,-0.26,-2.03
17,18,4,262,3,1252,273,488,LVF-ASS-STRONG,GEOLOGY,ROCK,no,"['0', '0', '0', '0', '0', '0']",49,0.79,10.55,-1.67,2.73,7.16,10.59,7.65,5.72,7.17
18,19,3,180,2,840,4,245,LVF-ASS-STRONG,AIM,FIRE,no,"['0', '0', '0', '0', '0', '0']",49,-6.51,-8.4,-0.96,-8.72,-9.21,-8.9,-12.87,-11.99,-7.75
19,20,4,262,3,1252,273,488,LVF-ASS-STRONG,GEOLOGY,ROCK,no,"['0', '0', '0', '0', '0', '0']",49,16.62,13.18,20.25,12.92,13.22,8.32,10.39,9.47,5.07
20,21,4,262,3,1252,273,488,LVF-ASS-STRONG,GEOLOGY,ROCK,no,"['0', '0', '0', '0', '0', '0']",49,10.94,12,10.52,10.9,9.56,10.91,8.04,8.28,0.26
21,22,2,248,3,578,517,143,LVF-ASS-STRONG,SHIVER,COLD,no,"['0', '0', '0', '0', '0', '0']",49,-5.14,1.21,-6.82,-1.39,-5.97,3.16,0.7,6.05,10.01
22,23,3,182,2,842,455,514,LVF-ASS-STRONG,POLISH,SHINE,no,"['0', '0', '0', '0', '0', '0']",49,4.3,5.18,4.54,4.4,6.4,6.57,6.71,6.87,7.06
23,24,4,262,3,1252,273,488,LVF-ASS-STRONG,GEOLOGY,ROCK,no,"['0', '0', '0', '0', '0', '0']",49,17.52,7.51,14.16,16.29,17.97,4.51,18.9,13.48,11.38
0,1,2,253,3,583,530,237,LVF-ASS-STRONG,SLIP,FALL,no,"['0', '0', '0', '0', '0', '0']",50,11.47,15.41,14.53,14.58,6.28,8.27,6.22,7.17,7.13
1,2,1,178,2,178,556,311,LVF-ASS-STRONG,STEEP,HILL,no,"['0', '0', '0', '0', '0', '0']",50,-2.44,-7.23,-2.36,-6.42,-2.96,-9.14,-4.37,-7.76,-3.33
2,3,1,178,2,178,556,311,LVF-ASS-STRONG,STEEP,HILL,no,"['0', '0', '0', '0', '0', '0']",50,5.97,12.04,11.51,9.61,1.99,12.61,8.78,12.57,8.7
3,4,2,253,3,583,530,237,LVF-ASS-STRONG,SLIP,FALL,no,"['0', '0', '0', '0', '0', '0']",50,19.7,21.68,21.42,21.39,14.12,17.36,16.26,16.57,13.25
4,5,1,178,2,178,556,311,LVF-ASS-STRONG,STEEP,HILL,no,"['0', '0', '0', '0', '0', '0']",50,0,0,0,0,0,0,0,0,0
5,6,2,253,3,583,530,237,LVF-ASS-STRONG,SLIP,FALL,no,"['0', '0', '0', '0', '0', '0']",50,13.19,9.39,16.45,12.9,11.66,5.72,11.58,7.91,2.57
6,7,1,178,2,178,556,311,LVF-ASS-STRONG,STEEP,HILL,no,"['0', '0', '0', '0', '0', '0']",50,12.1,9.12,8.1,13.18,14.33,10.6,11.68,10.36,4.71
7,8,2,253,3,583,530,237,LVF-ASS-STRONG,SLIP,FALL,no,"['0', '0', '0', '0', '0', '0']",50,0,0,0,0,0,0,0,0,0
8,9,1,178,2,178,556,311,LVF-ASS-STRONG,STEEP,HILL,no,"['0', '0', '0', '0', '0', '0']",50,-0.12,3.09,1.61,2.55,3.68,4.75,6.85,6.29,10.3
9,10,2,253,3,583,530,237,LVF-ASS-STRONG,SLIP,FALL,no,"['0', '0', '0', '0', '0', '0']",50,0,0,0,0,0,0,0,0,0
10,11,1,178,2,178,556,311,LVF-ASS-STRONG,STEEP,HILL,no,"['0', '0', '0', '0', '0', '0']",50,15.73,7.25,12.07,12.34,9.6,4.46,9.52,7.44,3.44
11,12,3,188,2,848,317,568,LVF-ASS-STRONG,HORIZON,SUN,no,"['0', '0', '0', '0', '0', '0']",50,4.48,-3.91,2.62,3.87,5.31,-2.02,4.48,3.04,5.27
12,13,4,278,3,1268,531,527,LVF-ASS-STRONG,SLOPE,SKI,no,"['0', '0', '0', '0', '0', '0']",50,0,0,0,0,0,0,0,0,0
13,14,3,182,2,842,455,514,LVF-ASS-STRONG,POLISH,SHINE,no,"['0', '0', '0', '0', '0', '0']",50,3.03,4.39,6.51,3.06,4.52,2.62,7.64,4.82,5.66
14,15,4,278,3,1268,531,527,LVF-ASS-STRONG,SLOPE,SKI,no,"['0', '0', '0', '0', '0', '0', '0', '0']",50,10.12,6.9,8.67,9.24,6.29,5.42,11.51,9.74,10.59
